################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.2443572080241704E+01 a      2238     0    94     1     6
  7.3744035621243773E+00 a      2239     0    94     1     7
  8.1730707235686850E+00 a      2240     0    94     1     8
 -3.8627812569645585E+00 a      2241     0    94     1     9
  9.0664534321233550E+00 a      2242     0    94     1    10
  9.1538094470274931E+00 a      2243     0    94     1    11
 -3.1717253263072829E+00 a      2244     0    94     1    12
 -1.1614853350405319E+01 a      2245     0    94     1    13
  2.3972013219527453E+00 a      2246     0    94     1    14
 -1.1548463042622933E+01 a      2247     0    94     1    15
 -1.5178582876367399E+00 a      2248     0    94     1    16
  1.9992540705938214E-01 a      2249     0    94     1    17
  4.7562601624765808E+00 a      2250     0    94     1    18
 -1.2959059693148554E+00 a      2251     0    94     1    19
 -5.7585385963650451E+00 a      2252     0    94     1    20
  1.9739644640280507E-01 a      2253     0    94     1    21
 -7.6723860846259040E+00 a      2254     0    94     1    22
 -6.9601263020480024E+00 a      2255     0    94     1    23
 -9.9026504304330185E+00 a      2256     0    94     1    24
  7.3809417527295365E+00 a      2257     0    95     1     1
  6.2401641706681419E+00 a      2258     0    95     1     2
  2.6002832293285674E+00 a      2259     0    95     1     3
 -7.2822283757383399E+00 a      2260     0    95     1     4
  6.0570986844508123E-01 a      2261     0    95     1     5
  3.1660378746499740E+00 a      2262     0    95     1     6
 -5.3650148808977320E+00 a      2263     0    95     1     7
 -7.6723309494983960E-01 a      2264     0    95     1     8
  2.0974357004022415E+00 a      2265     0    95     1     9
 -1.4237134182632818E-01 a      2266     0    95     1    10
 -8.2912115024359712E-01 a      2267     0    95     1    11
 -1.9358821189653674E+00 a      2268     0    95     1    12
  3.9891530912257402E+00 a      2269     0    95     1    13
  5.0244312622709693E+00 a      2270     0    95     1    14
 -2.2948668580806677E+00 a      2271     0    95     1    15
  3.8061030985318229E+00 a      2272     0    95     1    16
 -3.7030973747168444E-01 a      2273     0    95     1    17
  5.9161931079219823E+00 a      2274     0    95     1    18
  4.0306056672265429E+00 a      2275     0    95     1    19
  1.7792892601836634E+00 a      2276     0    95     1    20
 -3.3818002194466570E+00 a      2277     0    95     1    21
 -1.2382446976379327E+00 a      2278     0    95     1    22
  3.3875894184651760E+00 a      2279     0    95     1    23
  1.2065222339777479E+00 a      2280     0    95     1    24
 -2.0128165842814614E+00 a      2281     0    96     1     1
  1.4234299151600824E+01 a      2282     0    96     1     2
  3.5145861221549319E+00 a      2283     0    96     1     3
 -4.9963300197030227E+00 a      2284     0    96     1     4
 -4.8013609729801896E+00 a      2285     0    96     1     5
  3.6179450370353616E+00 a      2286     0    96     1     6
 -2.4133977753187996E+00 a      2287     0    96     1     7
  4.0685554284065253E+00 a      2288     0    96     1     8
 -2.5076606180031846E+00 a      2289     0    96     1     9
  6.1448399846455732E+00 a      2290     0    96     1    10
 -9.2253889631491823E+00 a      2291     0    96     1    11
  2.2688010769890904E-01 a      2292     0    96     1    12
 -5.7600634806696704E-01 a      2293     0    96     1    13
  1.2617523695430330E+00 a      2294     0    96     1    14
  9.7281817349230593E-01 a      2295     0    96     1    15
 -3.1868095083352297E+00 a      2296     0    96     1    16
 -2.9679820482022241E+00 a      2297     0    96     1    17
  7.0477943208454763E-01 a      2298     0    96     1    18
  4.8406963363079187E+00 a      2299     0    96     1    19
 -3.8663338612851778E-01 a      2300     0    96     1    20
 -5.0637372070783426E+00 a      2301     0    96     1    21
  5.6761248338222803E+00 a      2302     0    96     1    22
 -5.0525636831750438E+00 a      2303     0    96     1    23
  7.3094737137362142E-01 a      2304     0    96     1    24
  5.2597976966948590E+00 a      2305     0    97     1     1
 -3.0471185118472586E+00 a      2306     0    97     1     2
  8.0601925252346600E+00 a      2307     0    97     1     3
 -3.3469941399217094E+00 a      2308     0    97     1     4
 -7.6872422988785880E+00 a      2309     0    97     1     5
  3.2167312828176815E+00 a      2310     0    97     1     6
  1.2987953401035588E+01 a      2311     0    97     1     7
  5.8771434726515759E+00 a      2312     0    97     1     8
  3.0970504613241800E+00 a      2313     0    97     1     9
  7.3829321235934176E+00 a      2314     0    97     1    10
 -8.0505745409440355E+00 a      2315     0    97     1    11
  1.3669223050832406E+00 a      2316     0    97     1    12
 -1.2734983018367032E+00 a      2317     0    97     1    13
 -7.9615544763921275E-01 a      2318     0    97     1    14
  5.2953371493739165E-01 a      2319     0    97     1    15
  4.0508900312533465E+00 a      2320     0    97     1    16
 -4.1242698748789923E+00 a      2321     0    97     1    17
 -1.2686354655402881E+00 a      2322     0    97     1    18
  3.7961640366320082E+00 a      2323     0    97     1    19
 -2.5543826328977630E+00 a      2324     0    97     1    20
  7.9349338430809413E-01 a      2325     0    97     1    21
 -7.2310019486706292E+00 a      2326     0    97     1    22
  4.3852541327525394E+00 a      2327     0    97     1    23
 -4.5012689859207784E+00 a      2328     0    97     1    24
  8.1272154525733808E-01 a      2329     0    98     1     1
  1.4006801343946571E+00 a      2330     0    98     1     2
 -3.5181426780128910E-01 a      2331     0    98     1     3
  1.5523625737014444E+00 a      2332     0    98     1     4
 -1.3588688994025626E+00 a      2333     0    98     1     5
  3.9242572533586455E+00 a      2334     0    98     1     6
  2.7405203691389621E+00 a      2335     0    98     1     7
 -3.6750145824902951E+00 a      2336     0    98     1     8
  1.4987975066632115E+00 a      2337     0    98     1     9
  3.1996682060265429E+00 a      2338     0    98     1    10
 -1.7517152188222200E+00 a      2339     0    98     1    11
 -6.8257032003682010E+00 a      2340     0    98     1    12
  2.6510991386479381E-02 a      2341     0    98     1    13
 -4.6137045594791459E+00 a      2342     0    98     1    14
  5.1725228165267545E+00 a      2343     0    98     1    15
  1.4643120880031020E+00 a      2344     0    98     1    16
 -6.4171419290206231E+00 a      2345     0    98     1    17
  9.4102941096900650E-01 a      2346     0    98     1    18
 -3.0033591856812327E+00 a      2347     0    98     1    19
  4.3805441407679435E+00 a      2348     0    98     1    20
 -2.0313883290313743E+00 a      2349     0    98     1    21
  1.7746898206783304E+00 a      2350     0    98     1    22
  5.4201149819195580E+00 a      2351     0    98     1    23
 -6.0489053518767943E-01 a      2352     0    98     1    24
  4.3353570562210990E+00 a      2353     0    99     1     1
  7.8474425721926400E+00 a      2354     0    99     1     2
  1.3947155300929204E+00 a      2355     0    99     1     3
 -1.3467025212927897E+00 a      2356     0    99     1     4
  8.0899654502367979E-01 a      2357     0    99     1     5
  2.3216372119078144E+00 a      2358     0    99     1     6
 -6.3261642921890058E+00 a      2359     0    99     1     7
 -2.3764866126214064E+00 a      2360     0    99     1     8
 -5.0014437834613021E+00 a      2361     0    99     1     9
  5.2530130227252156E+00 a      2362     0    99     1    10
 -1.0009213101681254E+01 a      2363     0    99     1    11
 -3.7867121815790949E+00 a      2364     0    99     1    12
  2.1620117315899456E+00 a      2365     0    99     1    13
  4.4926955689914596E+00 a      2366     0    99     1    14
  2.7441834081586776E+00 a      2367     0    99     1    15
 -5.3991419014900428E+00 a      2368     0    99     1    16
 -1.8346837410405705E+01 a      2369     0    99     1    17
  3.1448842857076853E+00 a      2370     0    99     1    18
  3.4617592515961866E-02 a      2371     0    99     1    19
 -1.4844240323508123E-02 a      2372     0    99     1    20
 -3.5736261228486543E+00 a      2373     0    99     1    21
 -9.3226192718864169E+00 a      2374     0    99     1    22
 -5.6764061829531876E-01 a      2375     0    99     1    23
  1.9719639056177123E+00 a      2376     0    99     1    24
  3.5105034732761524E+00 a      2377     0   100     1     1
 -5.6776332159573055E+00 a      2378     0   100     1     2
 -1.2722679359018447E+00 a      2379     0   100     1     3
  9.3769100595296315E+00 a      2380     0   100     1     4
 -1.0880212704032952E+00 a      2381     0   100     1     5
 -4.4732043473602552E+00 a      2382     0   100     1     6
 -6.2253868352945165E+00 a      2383     0   100     1     7
  1.5884888634582421E-02 a      2384     0   100     1     8
 -3.6897138948259864E+00 a      2385     0   100     1     9
 -2.9973115183046044E+00 a      2386     0   100     1    10
  2.0245382061507975E+00 a      2387     0   100     1    11
 -3.6909867523650535E+00 a      2388     0   100     1    12
  2.2323233302842662E+00 a      2389     0   100     1    13
  4.8206712110529839E+00 a      2390     0   100     1    14
  8.7930301495448902E+00 a      2391     0   100     1    15
 -5.2636758492203501E+00 a      2392     0   100     1    16
 -1.5732194158485019E-01 a      2393     0   100     1    17
 -1.4829451701608298E+00 a      2394     0   100     1    18
 -5.2440758344051224E+00 a      2395     0   100     1    19
 -1.6530180897126345E+00 a      2396     0   100     1    20
  3.9051924063702961E+00 a      2397     0   100     1    21
  5.0607462039826752E+00 a      2398     0   100     1    22
  7.4695954396848112E+00 a      2399     0   100     1    23
 -3.2438360374072506E+00 a      2400     0   100     1    24
 -2.8844685336183953E+00 a      2401     0   101     1     1
 -3.6781451158018994E+00 a      2402     0   101     1     2
  2.0964144529156652E+00 a      2403     0   101     1     3
 -3.7502252110250212E-01 a      2404     0   101     1     4
  1.8550211213895968E+00 a      2405     0   101     1     5
  7.4637369943142828E-01 a      2406     0   101     1     6
  8.3212032297454053E-01 a      2407     0   101     1     7
 -1.6225463641186932E+00 a      2408     0   101     1     8
  7.9972313200572387E-01 a      2409     0   101     1     9
 -8.5448109741694434E-01 a      2410     0   101     1    10
 -3.0019494809129084E+00 a      2411     0   101     1    11
 -3.5747119453732173E-01 a      2412     0   101     1    12
 -2.4340432988669467E+00 a      2413     0   101     1    13
 -1.7051195161989683E+00 a      2414     0   101     1    14
 -4.1078735017431828E-01 a      2415     0   101     1    15
 -5.5807810916579115E-01 a      2416     0   101     1    16
 -8.6398062228880090E-01 a      2417     0   101     1    17
  2.6854357832887392E+00 a      2418     0   101     1    18
 -5.0606696547920371E-01 a      2419     0   101     1    19
  2.0431482277070403E+00 a      2420     0   101     1    20
  2.2511298219064861E+00 a      2421     0   101     1    21
  1.5934353469615610E+00 a      2422     0   101     1    22
  5.9705080887562334E-01 a      2423     0   101     1    23
  7.0716156451175094E-01 a      2424     0   101     1    24
 -9.2779714865112506E-01 a      2425     0   102     1     1
  1.3877599115202472E+00 a      2426     0   102     1     2
  1.7823932500013318E+00 a      2427     0   102     1     3
  6.8178976469055719E-01 a      2428     0   102     1     4
 -2.6829963667641126E+00 a      2429     0   102     1     5
 -8.6575861783688657E-01 a      2430     0   102     1     6
 -2.5227825868074016E+00 a      2431     0   102     1     7
  3.7929225981020470E-02 a      2432     0   102     1     8
  3.1544798282923519E+00 a      2433     0   102     1     9
 -9.5500429733146330E-01 a      2434     0   102     1    10
  3.7654356562300912E+00 a      2435     0   102     1    11
  1.9216340899250570E+00 a      2436     0   102     1    12
  9.1384150775279005E-02 a      2437     0   102     1    13
  1.3298061915858439E+00 a      2438     0   102     1    14
 -1.4388632423083105E+00 a      2439     0   102     1    15
  2.9658210297396073E+00 a      2440     0   102     1    16
  7.4280603448922800E-01 a      2441     0   102     1    17
  4.9623849467137529E+00 a      2442     0   102     1    18
  3.7393276111749798E+00 a      2443     0   102     1    19
  4.9297531636390950E+00 a      2444     0   102     1    20
 -1.8932255900897688E+00 a      2445     0   102     1    21
 -5.2243241225171733E-01 a      2446     0   102     1    22
  7.7642124713139526E-01 a      2447     0   102     1    23
  2.0868811575916411E+00 a      2448     0   102     1    24
 -1.6777965002313950E+00 a      2449     0   103     1     1
 -2.7583850107078227E+00 a      2450     0   103     1     2
 -4.2054304455863960E+00 a      2451     0   103     1     3
 -9.2399903265004362E+00 a      2452     0   103     1     4
  3.5819167305706290E-01 a      2453     0   103     1     5
  1.7151744407226766E+00 a      2454     0   103     1     6
  8.9148778565799489E+00 a      2455     0   103     1     7
 -7.8801709559471753E+00 a      2456     0   103     1     8
