################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  5.0257231145568824E+00 a      1719     0    72     1    15
 -7.7006566345090919E+00 a      1720     0    72     1    16
  4.4025734589489085E+00 a      1721     0    72     1    17
  6.2149100656520628E-01 a      1722     0    72     1    18
 -1.3552940859083972E+01 a      1723     0    72     1    19
 -1.5228682837759850E+00 a      1724     0    72     1    20
  9.8548276358434421E+00 a      1725     0    72     1    21
 -7.0264990648138044E+00 a      1726     0    72     1    22
 -6.9451453529057785E+00 a      1727     0    72     1    23
  6.8706380005544574E+00 a      1728     0    72     1    24
 -9.4066235229955950E+00 a      1729     0    73     1     1
  1.8805419200412350E+00 a      1730     0    73     1     2
  1.7735179579296891E+00 a      1731     0    73     1     3
 -4.6523891723143258E+00 a      1732     0    73     1     4
 -1.4029596652614565E+01 a      1733     0    73     1     5
 -5.7256409420315613E-01 a      1734     0    73     1     6
  7.5978169877254818E+00 a      1735     0    73     1     7
 -9.0148441031605984E+00 a      1736     0    73     1     8
  1.1279319539537017E+01 a      1737     0    73     1     9
  1.0839845097776831E+01 a      1738     0    73     1    10
  6.5769274769783459E-01 a      1739     0    73     1    11
  4.3398193838469830E+00 a      1740     0    73     1    12
 -1.2119121156878801E+01 a      1741     0    73     1    13
  2.5685888149536966E+00 a      1742     0    73     1    14
 -2.7850483274006774E+00 a      1743     0    73     1    15
 -1.1162821925873162E+01 a      1744     0    73     1    16
 -1.4317193896019260E+01 a      1745     0    73     1    17
  3.7645071878685710E+00 a      1746     0    73     1    18
 -7.2325913549879424E+00 a      1747     0    73     1    19
 -8.1872757649645713E+00 a      1748     0    73     1    20
 -6.1082159356821430E-01 a      1749     0    73     1    21
  2.7744187128487683E+00 a      1750     0    73     1    22
  1.0907002590812414E+01 a      1751     0    73     1    23
 -9.6077079662729208E+00 a      1752     0    73     1    24
 -6.1358435476376822E+00 a      1753     0    74     1     1
 -2.5348327122493983E+00 a      1754     0    74     1     2
 -3.7995436642704430E+00 a      1755     0    74     1     3
  8.5834722244405288E+00 a      1756     0    74     1     4
 -3.9540138967270657E+00 a      1757     0    74     1     5
 -4.7566965816514308E+00 a      1758     0    74     1     6
 -1.3340258534639284E+00 a      1759     0    74     1     7
 -3.7661642633096233E+00 a      1760     0    74     1     8
  2.6582644629534387E+00 a      1761     0    74     1     9
 -8.1469998955325966E+00 a      1762     0    74     1    10
 -6.8380062019803205E+00 a      1763     0    74     1    11
  2.8624231400796014E+00 a      1764     0    74     1    12
  7.7330227232183235E+00 a      1765     0    74     1    13
  3.6829046560780665E-01 a      1766     0    74     1    14
 -1.9896905197115686E+00 a      1767     0    74     1    15
  2.7611332979327647E+00 a      1768     0    74     1    16
  1.1608714943380267E+01 a      1769     0    74     1    17
 -9.2967763527537084E+00 a      1770     0    74     1    18
 -2.3121730884599279E+00 a      1771     0    74     1    19
 -6.5282266208260431E+00 a      1772     0    74     1    20
  7.2596178968950911E+00 a      1773     0    74     1    21
  4.3432855214716177E+00 a      1774     0    74     1    22
 -5.4052295639199333E+00 a      1775     0    74     1    23
 -1.3080584315482289E+00 a      1776     0    74     1    24
 -1.0592643890410447E+01 a      1777     0    75     1     1
  3.2918426528429849E+00 a      1778     0    75     1     2
  3.1842367869145680E+00 a      1779     0    75     1     3
  9.4330404880730487E+00 a      1780     0    75     1     4
  8.9251101579796650E+00 a      1781     0    75     1     5
  1.9982508633824163E+00 a      1782     0    75     1     6
 -9.0442047779977197E-01 a      1783     0    75     1     7
 -4.7528151721663393E-02 a      1784     0    75     1     8
  9.9005526975072602E+00 a      1785     0    75     1     9
  1.3766185611063253E+00 a      1786     0    75     1    10
  3.0406659769144753E+00 a      1787     0    75     1    11
  1.8032163197919546E+00 a      1788     0    75     1    12
  3.7343229647853118E+00 a      1789     0    75     1    13
 -8.5886245085147905E+00 a      1790     0    75     1    14
 -4.4383682269466860E+00 a      1791     0    75     1    15
  2.9480290312135988E+00 a      1792     0    75     1    16
  4.9771338075596683E+00 a      1793     0    75     1    17
  7.8461314418859809E+00 a      1794     0    75     1    18
  5.8606354263456062E+00 a      1795     0    75     1    19
 -1.5911580668589869E+00 a      1796     0    75     1    20
  1.9449241741838147E+01 a      1797     0    75     1    21
 -1.0447260642429413E+01 a      1798     0    75     1    22
 -1.6651726088871097E+01 a      1799     0    75     1    23
 -1.0011163096747844E+00 a      1800     0    75     1    24
  7.4676952913573458E-01 a      1801     0    76     1     1
 -8.0693818084626106E+00 a      1802     0    76     1     2
 -4.7361791921847720E+00 a      1803     0    76     1     3
 -2.2748117977106137E+01 a      1804     0    76     1     4
 -6.3964376376425163E+00 a      1805     0    76     1     5
 -1.5540913308896993E+01 a      1806     0    76     1     6
  6.3936006247884345E+00 a      1807     0    76     1     7
 -1.4344206049617682E+01 a      1808     0    76     1     8
 -1.2149026989261358E+01 a      1809     0    76     1     9
  1.3347085426432317E+01 a      1810     0    76     1    10
  1.1351123493791674E+01 a      1811     0    76     1    11
  5.0989602051508944E+00 a      1812     0    76     1    12
 -4.5898695548297275E-01 a      1813     0    76     1    13
 -8.6655883015726296E+00 a      1814     0    76     1    14
 -2.7728430880610535E+00 a      1815     0    76     1    15
  1.9964022112689040E+01 a      1816     0    76     1    16
 -1.3214239933254133E+00 a      1817     0    76     1    17
  1.4997483070547647E+01 a      1818     0    76     1    18
 -7.0383389705099275E-01 a      1819     0    76     1    19
 -3.4716119506246850E+00 a      1820     0    76     1    20
  4.0449289933192834E+00 a      1821     0    76     1    21
 -1.4031438726838685E+01 a      1822     0    76     1    22
  8.2711576981990553E-01 a      1823     0    76     1    23
  6.8448016880673270E+00 a      1824     0    76     1    24
 -7.5320452415676273E+00 a      1825     0    77     1     1
 -4.4439170373678047E+00 a      1826     0    77     1     2
 -7.2509075423633824E+00 a      1827     0    77     1     3
  4.7083836582724095E+00 a      1828     0    77     1     4
 -7.0432346747040793E+00 a      1829     0    77     1     5
 -9.7643430405559395E-01 a      1830     0    77     1     6
 -5.8640844855155883E-01 a      1831     0    77     1     7
  1.1912343091801514E+01 a      1832     0    77     1     8
 -1.8101912080830549E+00 a      1833     0    77     1     9
  2.9813793279228560E+00 a      1834     0    77     1    10
 -4.4368382274629550E+00 a      1835     0    77     1    11
  8.2394376908616174E+00 a      1836     0    77     1    12
 -2.6083294213824244E+00 a      1837     0    77     1    13
 -1.0644112392109200E+01 a      1838     0    77     1    14
  2.4193155978311682E+00 a      1839     0    77     1    15
 -1.1162934496646418E+01 a      1840     0    77     1    16
 -4.3238758512447175E+00 a      1841     0    77     1    17
 -6.7172380861548291E+00 a      1842     0    77     1    18
 -7.8635026045648733E+00 a      1843     0    77     1    19
 -5.0745981953016663E+00 a      1844     0    77     1    20
  5.0144296999042011E+00 a      1845     0    77     1    21
  1.2558834915065258E+00 a      1846     0    77     1    22
 -6.4736719162169143E+00 a      1847     0    77     1    23
  2.4293369759850325E-01 a      1848     0    77     1    24
 -1.2678275193170246E-01 a      1849     0    78     1     1
 -1.4692294322308529E+01 a      1850     0    78     1     2
 -3.1948484866227589E+00 a      1851     0    78     1     3
  4.4301264751550153E+00 a      1852     0    78     1     4
  3.5756822730645146E+00 a      1853     0    78     1     5
 -2.9564351302869638E+00 a      1854     0    78     1     6
  1.0991465530489233E+00 a      1855     0    78     1     7
 -5.2361436619818633E+00 a      1856     0    78     1     8
 -3.6746926426320030E+00 a      1857     0    78     1     9
 -9.1070360670134332E-01 a      1858     0    78     1    10
  2.9743156270294380E+00 a      1859     0    78     1    11
  2.8686939072530353E+00 a      1860     0    78     1    12
 -2.3267407700426296E-01 a      1861     0    78     1    13
 -8.9608967256147287E-01 a      1862     0    78     1    14
 -9.5039981013097874E-01 a      1863     0    78     1    15
  7.2636055745347261E-01 a      1864     0    78     1    16
  4.4692645847719703E-01 a      1865     0    78     1    17
 -5.1337655936580822E+00 a      1866     0    78     1    18
 -3.7329315651195296E+00 a      1867     0    78     1    19
  2.2307521209575110E+00 a      1868     0    78     1    20
  1.7986550654019435E+01 a      1869     0    78     1    21
 -8.5410418435879603E+00 a      1870     0    78     1    22
  3.3385293673802774E-02 a      1871     0    78     1    23
 -3.3227305532740159E-01 a      1872     0    78     1    24
 -6.0646033741279570E+00 a      1873     0    79     1     1
  5.2935014144930337E+00 a      1874     0    79     1     2
 -7.7229588191696372E+00 a      1875     0    79     1     3
  4.5033001307740811E-01 a      1876     0    79     1     4
  6.3197185420464557E+00 a      1877     0    79     1     5
 -2.2334080310694397E+00 a      1878     0    79     1     6
 -3.5645523124658229E+00 a      1879     0    79     1     7
  8.5517374723391537E+00 a      1880     0    79     1     8
  2.5195153620267119E+00 a      1881     0    79     1     9
 -7.6218697145642391E+00 a      1882     0    79     1    10
  5.1843254046029745E+00 a      1883     0    79     1    11
 -2.1993011369615814E+00 a      1884     0    79     1    12
  1.7688591128939122E+00 a      1885     0    79     1    13
  5.7090108422674302E+00 a      1886     0    79     1    14
 -1.0241908967406161E+00 a      1887     0    79     1    15
 -1.0262265189007380E+00 a      1888     0    79     1    16
  7.2144051679556909E-01 a      1889     0    79     1    17
 -5.5481627439847818E+00 a      1890     0    79     1    18
  4.5699672339330621E-01 a      1891     0    79     1    19
  2.2130086537661837E+00 a      1892     0    79     1    20
  5.6927083593113865E+00 a      1893     0    79     1    21
  1.0640732768362446E+01 a      1894     0    79     1    22
  2.8036302139520619E+00 a      1895     0    79     1    23
 -6.9812012691512715E+00 a      1896     0    79     1    24
 -2.1725263974315352E+00 a      1897     0    80     1     1
  3.3619795875740635E+00 a      1898     0    80     1     2
  2.3737973282282452E+00 a      1899     0    80     1     3
 -1.6552682197195320E-01 a      1900     0    80     1     4
  3.4284161800293145E+00 a      1901     0    80     1     5
 -4.2335972418315704E+00 a      1902     0    80     1     6
 -1.4888204461493999E+00 a      1903     0    80     1     7
  3.7333663364487992E+00 a      1904     0    80     1     8
 -5.1076770737596116E+00 a      1905     0    80     1     9
 -7.1622335812068245E+00 a      1906     0    80     1    10
 -2.8948288903650550E+00 a      1907     0    80     1    11
  1.0708243392590312E+01 a      1908     0    80     1    12
 -2.1313923271444026E+00 a      1909     0    80     1    13
  8.4206940094086047E+00 a      1910     0    80     1    14
 -1.7520681952776878E+00 a      1911     0    80     1    15
 -1.0880591835396325E+00 a      1912     0    80     1    16
  1.8692608649910341E+01 a      1913     0    80     1    17
  9.1848901290923635E-01 a      1914     0    80     1    18
  2.4854018805999045E+00 a      1915     0    80     1    19
 -6.1507904445741577E+00 a      1916     0    80     1    20
 -1.0751809118549949E+00 a      1917     0    80     1    21
 -2.4838882908823940E+00 a      1918     0    80     1    22
 -9.4001363775891509E+00 a      1919     0    80     1    23
  1.1542113322186662E+01 a      1920     0    80     1    24
 -3.1915699745909554E+00 a      1921     0    81     1     1
 -4.7264608789390126E+00 a      1922     0    81     1     2
 -4.4374193375624067E+00 a      1923     0    81     1     3
  5.3492381343488384E+00 a      1924     0    81     1     4
 -7.1490018612620485E+00 a      1925     0    81     1     5
  1.4436544597695693E+00 a      1926     0    81     1     6
  5.3290341727834312E+00 a      1927     0    81     1     7
 -6.3122752032093277E-01 a      1928     0    81     1     8
  5.2287221941052850E+00 a      1929     0    81     1     9
  1.6160958702141863E+00 a      1930     0    81     1    10
  1.2521156208607289E+01 a      1931     0    81     1    11
  4.2235952612823553E+00 a      1932     0    81     1    12
 -3.0480306853239232E+00 a      1933     0    81     1    13
 -4.2113934841687310E+00 a      1934     0    81     1    14
 -9.7477229474176230E+00 a      1935     0    81     1    15
  2.9652876966180592E+00 a      1936     0    81     1    16
  1.3793970713527640E+01 a      1937     0    81     1    17
 -3.4823614319825351E+00 a      1938     0    81     1    18
 -8.7223136836956161E-01 a      1939     0    81     1    19
  7.4556321595426152E+00 a      1940     0    81     1    20
  9.5001672363341108E+00 a      1941     0    81     1    21
  1.1662296874215363E+01 a      1942     0    81     1    22
  5.3682842264612392E+00 a      1943     0    81     1    23
  1.3956354598365974E+00 a      1944     0    81     1    24
 -9.0426282830543894E+00 a      1945     0    82     1     1
  3.8720090340975051E+00 a      1946     0    82     1     2
  1.5814107770434904E+00 a      1947     0    82     1     3
 -8.2087917224154179E+00 a      1948     0    82     1     4
  1.3095536036393700E+00 a      1949     0    82     1     5
  5.3351785094278057E+00 a      1950     0    82     1     6
  9.2465728887553009E+00 a      1951     0    82     1     7
  8.3561012058406394E+00 a      1952     0    82     1     8
 -5.6247909675817667E+00 a      1953     0    82     1     9
  1.6624986096332199E+00 a      1954     0    82     1    10
  7.9921067744135259E+00 a      1955     0    82     1    11
  3.1236724363310291E+00 a      1956     0    82     1    12
  3.1124121011124282E+00 a      1957     0    82     1    13
  3.9048674829915466E+00 a      1958     0    82     1    14
  6.8820732717307243E+00 a      1959     0    82     1    15
 -1.0415214848780755E+01 a      1960     0    82     1    16
  4.2974139441774672E-01 a      1961     0    82     1    17
 -2.9273113663727455E+00 a      1962     0    82     1    18
  3.2802895376823402E+00 a      1963     0    82     1    19
 -9.2720729690943635E+00 a      1964     0    82     1    20
 -2.2263780482963220E+00 a      1965     0    82     1    21
 -7.7264246978528046E+00 a      1966     0    82     1    22
 -3.5684693533380183E+00 a      1967     0    82     1    23
 -5.9257380684227909E+00 a      1968     0    82     1    24
  3.1469887279706099E+00 a      1969     0    83     1     1
  9.5490125369387950E+00 a      1970     0    83     1     2
 -4.9954580275704403E+00 a      1971     0    83     1     3
 -2.3064103053881575E+00 a      1972     0    83     1     4
 -5.0293829847759923E+00 a      1973     0    83     1     5
 -1.5108692836109521E+00 a      1974     0    83     1     6
 -2.0342830730674555E-01 a      1975     0    83     1     7
  4.7007170844363753E+00 a      1976     0    83     1     8
  1.0148049896700662E+00 a      1977     0    83     1     9
  2.9387746529532494E-01 a      1978     0    83     1    10
  8.6013335145009417E+00 a      1979     0    83     1    11
  1.3635316939980122E+00 a      1980     0    83     1    12
  6.1616311891366164E+00 a      1981     0    83     1    13
  4.7932268115927084E+00 a      1982     0    83     1    14
  1.0737644189696555E-01 a      1983     0    83     1    15
  1.6376036709341630E+00 a      1984     0    83     1    16
  3.5901043779955533E+00 a      1985     0    83     1    17
 -2.5632893602223881E+00 a      1986     0    83     1    18
  1.4588098476786726E+00 a      1987     0    83     1    19
 -1.1769505748695244E+00 a      1988     0    83     1    20
 -2.0051990618934461E+00 a      1989     0    83     1    21
 -8.0065752995273165E+00 a      1990     0    83     1    22
 -4.1777775560757959E+00 a      1991     0    83     1    23
 -5.7346217968623758E+00 a      1992     0    83     1    24
 -8.4491554540535194E+00 a      1993     0    84     1     1
  1.2903766404983323E+00 a      1994     0    84     1     2
 -8.9788601594185957E-01 a      1995     0    84     1     3
  2.5896295064865071E-01 a      1996     0    84     1     4
  4.8689926984354273E+00 a      1997     0    84     1     5
  1.1729385198297710E+00 a      1998     0    84     1     6
  2.8553317688569670E+00 a      1999     0    84     1     7
  1.2488533467421750E+00 a      2000     0    84     1     8
 -5.5435984954507669E+00 a      2001     0    84     1     9
  2.8988562116104089E-01 a      2002     0    84     1    10
 -5.8879717863493148E+00 a      2003     0    84     1    11
  4.8079588089161523E-01 a      2004     0    84     1    12
 -2.7796422488170864E+00 a      2005     0    84     1    13
 -3.3823439392560317E+00 a      2006     0    84     1    14
  7.9045260626784346E+00 a      2007     0    84     1    15
 -1.1547600490981416E+00 a      2008     0    84     1    16
  4.4518083771953023E+00 a      2009     0    84     1    17
 -1.5047073474962197E-01 a      2010     0    84     1    18
 -8.7122825653169844E+00 a      2011     0    84     1    19
 -3.0338892529821377E+00 a      2012     0    84     1    20
 -2.1688238884001412E-01 a      2013     0    84     1    21
  3.5017366905135892E+00 a      2014     0    84     1    22
  1.5085858651873472E+00 a      2015     0    84     1    23
 -1.3643716293646444E+00 a      2016     0    84     1    24
  1.1617915583278959E+01 a      2017     0    85     1     1
 -7.5342420220206723E+00 a      2018     0    85     1     2
 -1.8886326187112075E+00 a      2019     0    85     1     3
 -1.1937050994073799E+01 a      2020     0    85     1     4
  1.5629895683535930E+01 a      2021     0    85     1     5
  1.2588655445431907E+00 a      2022     0    85     1     6
  1.2715223503813677E+01 a      2023     0    85     1     7
  8.2385693367744519E+00 a      2024     0    85     1     8
  6.9163371596849359E+00 a      2025     0    85     1     9
  2.0302775196276466E+00 a      2026     0    85     1    10
  7.1596773713550288E+00 a      2027     0    85     1    11
 -7.2461477938560641E+00 a      2028     0    85     1    12
  1.6002877389415019E+01 a      2029     0    85     1    13
 -1.5334122105248033E+01 a      2030     0    85     1    14
  1.2101006438405452E+01 a      2031     0    85     1    15
  1.4284790623703488E+01 a      2032     0    85     1    16
 -1.2626909048789315E+01 a      2033     0    85     1    17
 -4.6543605209424896E+00 a      2034     0    85     1    18
 -1.1822903176411058E+01 a      2035     0    85     1    19
  1.2257065713980817E+01 a      2036     0    85     1    20
  3.0059383340771877E+00 a      2037     0    85     1    21
 -2.6778288290738796E+00 a      2038     0    85     1    22
  2.9336995814152628E-01 a      2039     0    85     1    23
  1.2090162475971036E+01 a      2040     0    85     1    24
  1.1094992666178619E+01 a      2041     0    86     1     1
  1.3725038186325213E+01 a      2042     0    86     1     2
  1.0459723465041528E+00 a      2043     0    86     1     3
 -2.0804774284215672E+00 a      2044     0    86     1     4
  7.6866957492177175E+00 a      2045     0    86     1     5
  2.8543033253689170E+00 a      2046     0    86     1     6
 -7.7175639017192514E+00 a      2047     0    86     1     7
  2.4899882279700107E+00 a      2048     0    86     1     8
 -9.9881387084353310E+00 a      2049     0    86     1     9
 -1.2393786506368775E+01 a      2050     0    86     1    10
 -1.6445325350920661E+00 a      2051     0    86     1    11
 -6.4321818424022126E-02 a      2052     0    86     1    12
  1.2185714654187254E+00 a      2053     0    86     1    13
  4.6471773399943297E+00 a      2054     0    86     1    14
  9.1184233375548773E-01 a      2055     0    86     1    15
 -5.6312499486994538E-01 a      2056     0    86     1    16
 -3.3926896014306527E+00 a      2057     0    86     1    17
 -3.8184264742620178E-01 a      2058     0    86     1    18
 -3.1566513308855151E+00 a      2059     0    86     1    19
 -4.4524391555996541E+00 a      2060     0    86     1    20
 -4.6372085825067080E+00 a      2061     0    86     1    21
  2.9743504317890843E+00 a      2062     0    86     1    22
 -6.0321025423498176E+00 a      2063     0    86     1    23
 -1.1909353539983047E+00 a      2064     0    86     1    24
  6.9339572294377989E+00 a      2065     0    87     1     1
 -3.2396472489212913E+00 a      2066     0    87     1     2
  1.5645352478515234E-01 a      2067     0    87     1     3
  3.4780984589997712E+00 a      2068     0    87     1     4
  4.2718920105309115E+00 a      2069     0    87     1     5
 -4.6761194567604072E+00 a      2070     0    87     1     6
 -3.3523585644353786E+00 a      2071     0    87     1     7
  2.3520732731683889E+01 a      2072     0    87     1     8
 -1.5414546053628536E+01 a      2073     0    87     1     9
  4.7050709357077675E-01 a      2074     0    87     1    10
  3.6515547916700704E+00 a      2075     0    87     1    11
  9.7027044143025853E-01 a      2076     0    87     1    12
  8.9750186174018101E+00 a      2077     0    87     1    13
  1.5161176336164070E+01 a      2078     0    87     1    14
 -6.0436175144899362E+00 a      2079     0    87     1    15
  7.5324679972646340E+00 a      2080     0    87     1    16
 -2.3448252497013833E+00 a      2081     0    87     1    17
 -3.3424342594095746E+00 a      2082     0    87     1    18
 -3.1079843944535614E+00 a      2083     0    87     1    19
  5.3254349954796139E+00 a      2084     0    87     1    20
 -4.4601846915252752E+00 a      2085     0    87     1    21
  5.6355866521199234E+00 a      2086     0    87     1    22
  1.5269559157535626E+01 a      2087     0    87     1    23
 -2.7927793495642321E+00 a      2088     0    87     1    24
 -5.9395552293477385E+00 a      2089     0    88     1     1
  4.5706391770624268E+00 a      2090     0    88     1     2
  3.6533619405899240E+00 a      2091     0    88     1     3
  1.6789019244025628E+01 a      2092     0    88     1     4
  1.7488105406829786E+00 a      2093     0    88     1     5
  7.9032586511644345E+00 a      2094     0    88     1     6
  1.5290424405882073E+00 a      2095     0    88     1     7
 -2.3910013132061407E+00 a      2096     0    88     1     8
  5.2266811040327790E+00 a      2097     0    88     1     9
 -1.0308973374481967E+01 a      2098     0    88     1    10
 -7.2379693748405616E-01 a      2099     0    88     1    11
  6.7661638515324789E+00 a      2100     0    88     1    12
  2.4769263150333256E+01 a      2101     0    88     1    13
  7.5599928213842746E+00 a      2102     0    88     1    14
  7.9288445088186945E+00 a      2103     0    88     1    15
 -2.3866621861439041E+00 a      2104     0    88     1    16
  4.4160395961105374E+00 a      2105     0    88     1    17
  5.2018738862580705E+00 a      2106     0    88     1    18
 -5.8358938189378096E+00 a      2107     0    88     1    19
  1.3700324291993979E+01 a      2108     0    88     1    20
  2.0450032279130703E-01 a      2109     0    88     1    21
  8.8616227309605566E+00 a      2110     0    88     1    22
  1.1338371285980612E+01 a      2111     0    88     1    23
  2.5426309650560980E-01 a      2112     0    88     1    24
 -9.6826211784569853E+00 a      2113     0    89     1     1
 -3.5884910790551747E+00 a      2114     0    89     1     2
  2.3592666505878297E+00 a      2115     0    89     1     3
  1.1451358887292907E+01 a      2116     0    89     1     4
 -1.4850016395646750E+00 a      2117     0    89     1     5
 -5.4960554255717602E+00 a      2118     0    89     1     6
  5.7179769543723538E+00 a      2119     0    89     1     7
 -2.2984753200736199E+00 a      2120     0    89     1     8
  4.4447880196123952E+00 a      2121     0    89     1     9
  1.3679039923117151E+00 a      2122     0    89     1    10
  2.3936792653141775E-01 a      2123     0    89     1    11
 -1.3197533898365790E+00 a      2124     0    89     1    12
 -4.0130541772349604E+00 a      2125     0    89     1    13
 -4.2064920698981370E+00 a      2126     0    89     1    14
  1.2892401576398300E+00 a      2127     0    89     1    15
 -2.9069546917689193E+00 a      2128     0    89     1    16
 -5.5114448825055478E+00 a      2129     0    89     1    17
 -7.4343984944339436E-01 a      2130     0    89     1    18
 -1.6782607730148000E+00 a      2131     0    89     1    19
 -8.6526914961313739E-01 a      2132     0    89     1    20
  2.8857605139670213E+00 a      2133     0    89     1    21
 -2.3577313984320150E-01 a      2134     0    89     1    22
 -1.0739766562495261E+00 a      2135     0    89     1    23
  7.5202340718540510E+00 a      2136     0    89     1    24
  5.5058885009204142E+00 a      2137     0    90     1     1
 -4.2894802013441318E+00 a      2138     0    90     1     2
 -5.6626140661712476E+00 a      2139     0    90     1     3
  2.8842642866960850E+00 a      2140     0    90     1     4
 -2.6793656385808466E+00 a      2141     0    90     1     5
 -9.5087453831616955E+00 a      2142     0    90     1     6
  3.5316639966530863E+00 a      2143     0    90     1     7
  8.5628719516559282E-01 a      2144     0    90     1     8
  6.8944218890364828E-01 a      2145     0    90     1     9
 -8.4814744428546334E+00 a      2146     0    90     1    10
 -1.2649550835477485E+00 a      2147     0    90     1    11
 -2.5762983074829289E+00 a      2148     0    90     1    12
 -1.3486886877850717E+00 a      2149     0    90     1    13
 -4.5360710466714069E+00 a      2150     0    90     1    14
 -2.4458267400737679E+00 a      2151     0    90     1    15
  7.3163302745509515E+00 a      2152     0    90     1    16
 -4.0042107132461862E+00 a      2153     0    90     1    17
  5.2456013849190981E+00 a      2154     0    90     1    18
  7.8291989398764885E+00 a      2155     0    90     1    19
  5.9247272443478072E-01 a      2156     0    90     1    20
 -1.4004017019462087E-01 a      2157     0    90     1    21
 -5.2491924490760420E+00 a      2158     0    90     1    22
  3.5565692460270188E+00 a      2159     0    90     1    23
 -7.4643764924691327E+00 a      2160     0    90     1    24
 -3.2189093439736896E+00 a      2161     0    91     1     1
  4.6732856898054278E+00 a      2162     0    91     1     2
  4.9775416234260570E+00 a      2163     0    91     1     3
  9.4572923394739270E+00 a      2164     0    91     1     4
  5.2558227780419398E-01 a      2165     0    91     1     5
 -8.6792301328539878E+00 a      2166     0    91     1     6
 -1.1835174671408732E+01 a      2167     0    91     1     7
 -1.8905453352403025E+00 a      2168     0    91     1     8
  5.3005307578678984E+00 a      2169     0    91     1     9
  1.6738545483792600E+00 a      2170     0    91     1    10
 -9.3487863758720522E+00 a      2171     0    91     1    11
  5.1479875571641154E-01 a      2172     0    91     1    12
 -2.1970776940658912E-01 a      2173     0    91     1    13
  2.4512727197729811E+00 a      2174     0    91     1    14
 -3.6762364050272645E+00 a      2175     0    91     1    15
  1.1646254686225605E+01 a      2176     0    91     1    16
  1.2504350994497337E+01 a      2177     0    91     1    17
  1.0510737301404134E+01 a      2178     0    91     1    18
  1.0148121708081850E+00 a      2179     0    91     1    19
 -6.4679902880625830E+00 a      2180     0    91     1    20
 -8.3963139722965483E+00 a      2181     0    91     1    21
 -1.3448382640671144E+00 a      2182     0    91     1    22
  3.8588633077197765E-01 a      2183     0    91     1    23
 -1.1504873031473753E+01 a      2184     0    91     1    24
 -5.2279687371554528E+00 a      2185     0    92     1     1
 -7.3418523556478350E+00 a      2186     0    92     1     2
  1.4098569741195561E+00 a      2187     0    92     1     3
 -1.9649212090630181E+00 a      2188     0    92     1     4
 -2.4576845702917862E+00 a      2189     0    92     1     5
 -2.2802436353832638E+00 a      2190     0    92     1     6
  6.6227475238520102E+00 a      2191     0    92     1     7
  1.3787960643312998E+00 a      2192     0    92     1     8
  7.0457578818546311E+00 a      2193     0    92     1     9
  1.1525739383767720E+01 a      2194     0    92     1    10
  6.9338090640344348E+00 a      2195     0    92     1    11
 -1.6716327198685754E+00 a      2196     0    92     1    12
 -1.8260612720644513E+00 a      2197     0    92     1    13
 -8.9423332512403231E-01 a      2198     0    92     1    14
  1.1862889794370606E+00 a      2199     0    92     1    15
 -2.7382007825813570E+00 a      2200     0    92     1    16
  2.3816560046362326E-01 a      2201     0    92     1    17
  2.5189814657650711E+00 a      2202     0    92     1    18
  4.0760469022383399E+00 a      2203     0    92     1    19
  4.6837494960599688E+00 a      2204     0    92     1    20
 -2.7393350273261543E+00 a      2205     0    92     1    21
 -5.1473824090931695E+00 a      2206     0    92     1    22
  6.1124430980175077E+00 a      2207     0    92     1    23
 -4.0287213806617599E+00 a      2208     0    92     1    24
  1.1965620362989608E+01 a      2209     0    93     1     1
  1.2461656907798602E+01 a      2210     0    93     1     2
 -5.4686972569916248E-01 a      2211     0    93     1     3
 -8.4648742414602527E+00 a      2212     0    93     1     4
 -5.1908852290934826E+00 a      2213     0    93     1     5
 -1.4798193028926838E+00 a      2214     0    93     1     6
 -4.6880194090466093E-01 a      2215     0    93     1     7
 -6.3976370207902731E+00 a      2216     0    93     1     8
  3.7362206764547579E-01 a      2217     0    93     1     9
  1.0067257278176214E+01 a      2218     0    93     1    10
 -4.4310121721674030E+00 a      2219     0    93     1    11
 -6.4689101200906818E-01 a      2220     0    93     1    12
 -4.9436821005415572E+00 a      2221     0    93     1    13
 -3.1905174465046970E+00 a      2222     0    93     1    14
  4.3251744110570458E+00 a      2223     0    93     1    15
 -4.8314945521904828E+00 a      2224     0    93     1    16
 -2.8419279661972898E+00 a      2225     0    93     1    17
 -2.5625124140431383E+00 a      2226     0    93     1    18
  5.8334062666090841E-02 a      2227     0    93     1    19
 -3.6584322136671683E+00 a      2228     0    93     1    20
 -7.9652417808014579E+00 a      2229     0    93     1    21
  1.4528834105383517E+00 a      2230     0    93     1    22
 -1.8945848459449286E+00 a      2231     0    93     1    23
  2.5408515018792692E+00 a      2232     0    93     1    24
 -1.2941286224130447E+01 a      2233     0    94     1     1
  1.6332622219727703E+01 a      2234     0    94     1     2
 -3.5290959123911083E+00 a      2235     0    94     1     3
  1.3968461879860914E+01 a      2236     0    94     1     4
  2.0675505108983283E+00 a      2237     0    94     1     5
