################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.9759188022183074E+00 a       844     0    36     1     4
  3.4215730715996315E+00 a       845     0    36     1     5
  4.8404627952361050E+00 a       846     0    36     1     6
  8.7092394339483068E+00 a       847     0    36     1     7
  4.3372618630104665E+00 a       848     0    36     1     8
 -8.5695220869515898E-01 a       849     0    36     1     9
 -6.1018365939971932E+00 a       850     0    36     1    10
 -5.6432792350514998E+00 a       851     0    36     1    11
  1.7494924467729966E+00 a       852     0    36     1    12
  1.2334511026268411E+00 a       853     0    36     1    13
  2.3642234401702358E+00 a       854     0    36     1    14
  8.5397561250457954E-01 a       855     0    36     1    15
  1.6739036375192256E+00 a       856     0    36     1    16
  4.2490301172711947E-01 a       857     0    36     1    17
  1.9398237016279105E+00 a       858     0    36     1    18
 -5.8484724948487861E+00 a       859     0    36     1    19
  8.7594938337372437E+00 a       860     0    36     1    20
 -3.2435571256760150E+00 a       861     0    36     1    21
 -1.3208161208486638E+01 a       862     0    36     1    22
 -1.3539349453141769E+00 a       863     0    36     1    23
 -3.6937097252386675E+00 a       864     0    36     1    24
 -5.7710443612758260E+00 a       865     0    37     1     1
  1.0715430010136080E+00 a       866     0    37     1     2
  5.7070823860874365E+00 a       867     0    37     1     3
  3.5168360305439772E+00 a       868     0    37     1     4
  5.9319636077999123E+00 a       869     0    37     1     5
  1.7721691848611512E-01 a       870     0    37     1     6
 -4.6138072680521591E-01 a       871     0    37     1     7
  2.7947233431436698E+00 a       872     0    37     1     8
  1.6707392740876965E+00 a       873     0    37     1     9
  1.0383233370274152E+00 a       874     0    37     1    10
 -4.9790941982115733E+00 a       875     0    37     1    11
 -2.2900530222292481E+00 a       876     0    37     1    12
 -4.7806575051031102E+00 a       877     0    37     1    13
 -9.6926263262881318E-01 a       878     0    37     1    14
  4.8918475329460822E+00 a       879     0    37     1    15
  1.2439061464294709E-01 a       880     0    37     1    16
 -1.1320454654729404E+00 a       881     0    37     1    17
  1.2150735517397186E+01 a       882     0    37     1    18
  2.9678814230674737E+00 a       883     0    37     1    19
  8.2121615887817700E+00 a       884     0    37     1    20
 -2.8192748812401671E+00 a       885     0    37     1    21
 -8.0797556160822044E+00 a       886     0    37     1    22
 -4.9865580877385034E-03 a       887     0    37     1    23
  6.9114487745832953E-02 a       888     0    37     1    24
  3.3959660300955212E+00 a       889     0    38     1     1
 -3.0891215775307335E+00 a       890     0    38     1     2
  4.5925113770704131E+00 a       891     0    38     1     3
  2.1847886527374047E-01 a       892     0    38     1     4
  5.1910604446729831E+00 a       893     0    38     1     5
 -4.5447250683658291E+00 a       894     0    38     1     6
  1.7792359521921350E+00 a       895     0    38     1     7
  8.0968464169783849E-01 a       896     0    38     1     8
 -7.1299546741031143E+00 a       897     0    38     1     9
 -4.6320737583773042E+00 a       898     0    38     1    10
 -5.9982955078674749E+00 a       899     0    38     1    11
  7.5005086193630692E+00 a       900     0    38     1    12
  4.4008740292549149E+00 a       901     0    38     1    13
  3.0318398488987248E+00 a       902     0    38     1    14
 -1.9827811827898492E+00 a       903     0    38     1    15
  1.2656976700573059E+00 a       904     0    38     1    16
 -3.1951708091741179E-02 a       905     0    38     1    17
 -2.1916746653678443E+00 a       906     0    38     1    18
  2.4247155874198487E+00 a       907     0    38     1    19
 -5.2482029597145790E+00 a       908     0    38     1    20
 -2.0690078024723548E+00 a       909     0    38     1    21
 -2.4941414474060886E+00 a       910     0    38     1    22
  5.8459155772894036E+00 a       911     0    38     1    23
  6.5012641507703570E+00 a       912     0    38     1    24
 -4.0076098527026653E+00 a       913     0    39     1     1
  7.1821232775814208E+00 a       914     0    39     1     2
  3.7756317880232890E+00 a       915     0    39     1     3
 -2.1460853731644955E+00 a       916     0    39     1     4
 -7.7995124083211751E+00 a       917     0    39     1     5
 -2.6938413978009450E+00 a       918     0    39     1     6
 -4.8564687525048278E+00 a       919     0    39     1     7
 -9.8791687721088872E-02 a       920     0    39     1     8
  2.7688666364926022E+00 a       921     0    39     1     9
  1.3828195591130865E+00 a       922     0    39     1    10
  2.8322622634830434E+00 a       923     0    39     1    11
  7.8777239761656856E+00 a       924     0    39     1    12
  1.0253995663966435E+01 a       925     0    39     1    13
 -5.4548589960948413E-01 a       926     0    39     1    14
 -4.3648742210585256E+00 a       927     0    39     1    15
  2.1039863806026804E+00 a       928     0    39     1    16
  5.7848676087268105E+00 a       929     0    39     1    17
  4.4784445094080523E+00 a       930     0    39     1    18
 -1.1468080394925908E+01 a       931     0    39     1    19
  2.5855236838867621E+00 a       932     0    39     1    20
  2.1066730275721253E+00 a       933     0    39     1    21
 -8.8107860084142686E+00 a       934     0    39     1    22
  3.5228006656272344E+00 a       935     0    39     1    23
 -8.2345512154481799E+00 a       936     0    39     1    24
  1.5699176439666154E+00 a       937     0    40     1     1
  1.3564669108689695E+00 a       938     0    40     1     2
  1.5091673985101361E-01 a       939     0    40     1     3
 -9.8367007030590914E-01 a       940     0    40     1     4
  3.3926537640036902E+00 a       941     0    40     1     5
 -7.2915849228080285E+00 a       942     0    40     1     6
  2.4526011874057483E+00 a       943     0    40     1     7
  3.5794571160380473E+00 a       944     0    40     1     8
  7.3336479245233432E+00 a       945     0    40     1     9
  7.8491312940160824E+00 a       946     0    40     1    10
  2.6061671517431395E+00 a       947     0    40     1    11
  6.8114245811855003E+00 a       948     0    40     1    12
 -6.8873327716892874E+00 a       949     0    40     1    13
 -6.2913839492635883E+00 a       950     0    40     1    14
  1.9939863252147760E+00 a       951     0    40     1    15
  1.1256725009979679E+01 a       952     0    40     1    16
 -2.4389089201408393E-01 a       953     0    40     1    17
 -1.1627458602696883E+00 a       954     0    40     1    18
  1.0610436123453268E+00 a       955     0    40     1    19
  2.9673063950955574E+00 a       956     0    40     1    20
  3.2473095156908069E+00 a       957     0    40     1    21
  2.7806511781363543E+00 a       958     0    40     1    22
 -1.0605865726467525E+00 a       959     0    40     1    23
  4.2705630505416190E+00 a       960     0    40     1    24
  4.7068183741580931E+00 a       961     0    41     1     1
  1.1990512012248800E+00 a       962     0    41     1     2
  5.6783123037800927E+00 a       963     0    41     1     3
 -4.2547538038259622E+00 a       964     0    41     1     4
 -7.2093147928719343E+00 a       965     0    41     1     5
  2.8573224304235274E+00 a       966     0    41     1     6
  4.0512644291330631E+00 a       967     0    41     1     7
 -5.0829965500011669E+00 a       968     0    41     1     8
 -3.1567042570087942E+00 a       969     0    41     1     9
 -4.4720082089985063E+00 a       970     0    41     1    10
 -3.3805719778162202E+00 a       971     0    41     1    11
  5.3940660457840517E+00 a       972     0    41     1    12
  7.2185735582935724E+00 a       973     0    41     1    13
  8.6387656380882927E-01 a       974     0    41     1    14
 -2.1172960997345194E+00 a       975     0    41     1    15
  3.2822444896828662E+00 a       976     0    41     1    16
  1.4846321905737554E+00 a       977     0    41     1    17
  5.3241557804823847E+00 a       978     0    41     1    18
 -9.0491292278991708E-01 a       979     0    41     1    19
 -6.2142508114024668E+00 a       980     0    41     1    20
 -4.4450983635776833E+00 a       981     0    41     1    21
 -5.5945578170029409E+00 a       982     0    41     1    22
  2.6468297894847557E+00 a       983     0    41     1    23
 -5.4074811484097784E+00 a       984     0    41     1    24
  2.3163953663919203E+00 a       985     0    42     1     1
 -7.2537703985960418E+00 a       986     0    42     1     2
 -6.1614744358335019E+00 a       987     0    42     1     3
  7.5603882095190018E+00 a       988     0    42     1     4
 -5.4419609358401271E+00 a       989     0    42     1     5
 -2.0070909440496068E+00 a       990     0    42     1     6
  1.9608366180863817E+00 a       991     0    42     1     7
  4.9174491747073823E+00 a       992     0    42     1     8
  4.9751016174127827E+00 a       993     0    42     1     9
  3.9769741365588542E+00 a       994     0    42     1    10
 -5.9084156163188928E-01 a       995     0    42     1    11
 -5.0355795212434300E+00 a       996     0    42     1    12
  3.0249758778195668E+00 a       997     0    42     1    13
  7.6331416575477542E+00 a       998     0    42     1    14
 -4.1007498226193917E+00 a       999     0    42     1    15
  4.7246195085667679E+00 a      1000     0    42     1    16
 -2.3724287999913388E-01 a      1001     0    42     1    17
 -3.5454117237916436E+00 a      1002     0    42     1    18
 -3.1793107558821460E-01 a      1003     0    42     1    19
  7.8652666890243754E+00 a      1004     0    42     1    20
 -2.0561940499714293E+00 a      1005     0    42     1    21
 -3.5894227080586880E+00 a      1006     0    42     1    22
  5.3159224205564133E+00 a      1007     0    42     1    23
  8.6757669876157220E+00 a      1008     0    42     1    24
  4.7002583205677180E+00 a      1009     0    43     1     1
  4.0178398670512472E+00 a      1010     0    43     1     2
  1.9174215172794666E+00 a      1011     0    43     1     3
  6.2390454533731452E+00 a      1012     0    43     1     4
 -1.7283541316984796E+00 a      1013     0    43     1     5
 -1.9068444676474807E+00 a      1014     0    43     1     6
 -1.8431471252428382E+00 a      1015     0    43     1     7
  5.0175050941744859E+00 a      1016     0    43     1     8
 -3.7774790796676374E+00 a      1017     0    43     1     9
 -4.5583333793764602E+00 a      1018     0    43     1    10
 -7.1303660848711630E+00 a      1019     0    43     1    11
 -9.8114354901764556E-01 a      1020     0    43     1    12
  3.8391445788612062E+00 a      1021     0    43     1    13
 -2.6734681652591661E+00 a      1022     0    43     1    14
 -1.9939453802262086E+00 a      1023     0    43     1    15
 -3.5646694204050697E+00 a      1024     0    43     1    16
  3.2571737280719586E+00 a      1025     0    43     1    17
  2.7402833671422826E+00 a      1026     0    43     1    18
 -3.5301752860049240E+00 a      1027     0    43     1    19
 -3.6575272131145651E+00 a      1028     0    43     1    20
  4.9456941420668254E-01 a      1029     0    43     1    21
 -4.5187243573713500E+00 a      1030     0    43     1    22
 -2.2132489315361061E+00 a      1031     0    43     1    23
  3.9553167998564254E+00 a      1032     0    43     1    24
 -4.9835087514155232E+00 a      1033     0    44     1     1
 -4.0239266284247064E+00 a      1034     0    44     1     2
 -3.1147044637085268E+00 a      1035     0    44     1     3
 -2.0212664209627080E+00 a      1036     0    44     1     4
 -4.6644016733649405E+00 a      1037     0    44     1     5
  1.1310246792084032E-01 a      1038     0    44     1     6
 -1.0589898744880952E+00 a      1039     0    44     1     7
  6.8307718777082318E+00 a      1040     0    44     1     8
  3.3623216718477940E+00 a      1041     0    44     1     9
 -6.2063660398144442E+00 a      1042     0    44     1    10
 -3.5139972689040517E+00 a      1043     0    44     1    11
  2.3748186628579546E+00 a      1044     0    44     1    12
  1.0499931338382600E+01 a      1045     0    44     1    13
 -3.1879802715564249E+00 a      1046     0    44     1    14
  6.3311347685701325E+00 a      1047     0    44     1    15
  1.1769635942246099E+01 a      1048     0    44     1    16
  5.0322231479233599E+00 a      1049     0    44     1    17
 -3.4881303051143203E-01 a      1050     0    44     1    18
 -1.0267259064321939E+01 a      1051     0    44     1    19
 -6.9046779708554826E+00 a      1052     0    44     1    20
  6.6496149845120345E-01 a      1053     0    44     1    21
  3.9908673108807537E+00 a      1054     0    44     1    22
 -2.7639397335978089E+00 a      1055     0    44     1    23
 -1.6148298323206725E+00 a      1056     0    44     1    24
 -2.8729779971775415E+00 a      1057     0    45     1     1
 -3.9575368194677489E+00 a      1058     0    45     1     2
  6.6582224218219439E+00 a      1059     0    45     1     3
  3.9547053878226399E+00 a      1060     0    45     1     4
 -1.1015085464641437E+01 a      1061     0    45     1     5
  4.7197457724270784E+00 a      1062     0    45     1     6
 -3.7221125840304135E+00 a      1063     0    45     1     7
 -4.1535213733279059E+00 a      1064     0    45     1     8
 -7.9037276112356620E+00 a      1065     0    45     1     9
  5.8277690143702623E+00 a      1066     0    45     1    10
  1.3023206615436749E+00 a      1067     0    45     1    11
  6.9953656045253441E+00 a      1068     0    45     1    12
  1.4618333415135051E+01 a      1069     0    45     1    13
 -1.1521834986165011E+01 a      1070     0    45     1    14
 -7.2344334652770774E+00 a      1071     0    45     1    15
 -7.2986855305239597E+00 a      1072     0    45     1    16
  4.5703180906666052E-01 a      1073     0    45     1    17
  1.8575380546227158E+00 a      1074     0    45     1    18
 -4.3423376660220940E+00 a      1075     0    45     1    19
 -1.0053346404068133E+01 a      1076     0    45     1    20
  5.7952430230451801E+00 a      1077     0    45     1    21
  6.6218077753310700E-01 a      1078     0    45     1    22
 -2.3622159226086253E-01 a      1079     0    45     1    23
 -8.7485921160199709E+00 a      1080     0    45     1    24
  5.4764355169109917E+00 a      1081     0    46     1     1
 -2.6205824028244640E-01 a      1082     0    46     1     2
  5.7172846111404034E+00 a      1083     0    46     1     3
  1.1162585985470808E+00 a      1084     0    46     1     4
 -4.3569797031802358E+00 a      1085     0    46     1     5
 -7.2154090296121731E-01 a      1086     0    46     1     6
  1.2839666587442236E+00 a      1087     0    46     1     7
  4.7389584643986353E+00 a      1088     0    46     1     8
 -2.6775150704340112E+00 a      1089     0    46     1     9
  4.4594980579320440E+00 a      1090     0    46     1    10
 -4.7313721288504338E+00 a      1091     0    46     1    11
  6.3922220294167200E+00 a      1092     0    46     1    12
  9.0024356915180928E+00 a      1093     0    46     1    13
  2.3725615349225632E-01 a      1094     0    46     1    14
 -6.3756799832010955E+00 a      1095     0    46     1    15
  7.4911455465712917E+00 a      1096     0    46     1    16
  5.3234759851712772E+00 a      1097     0    46     1    17
  2.0146112532196696E+00 a      1098     0    46     1    18
 -3.2208504140642877E+00 a      1099     0    46     1    19
 -1.1423941437334681E+01 a      1100     0    46     1    20
  5.7993003622950603E+00 a      1101     0    46     1    21
 -2.2979862277132947E+00 a      1102     0    46     1    22
 -2.8946171060990182E+00 a      1103     0    46     1    23
 -3.6838580272145984E+00 a      1104     0    46     1    24
  2.0777970342749175E+00 a      1105     0    47     1     1
 -5.6663935934998007E+00 a      1106     0    47     1     2
  6.0815265653212975E+00 a      1107     0    47     1     3
 -1.4403397112436640E+00 a      1108     0    47     1     4
  5.1479302332442227E+00 a      1109     0    47     1     5
  3.4862134284821340E+00 a      1110     0    47     1     6
  4.3252738897212389E-01 a      1111     0    47     1     7
  1.4427003285801272E+00 a      1112     0    47     1     8
 -2.2313710743868267E+00 a      1113     0    47     1     9
 -6.0464573960917845E+00 a      1114     0    47     1    10
  4.3172436592872856E+00 a      1115     0    47     1    11
 -5.2212814906910907E+00 a      1116     0    47     1    12
 -7.3525710126111332E-01 a      1117     0    47     1    13
 -7.0559114284889777E+00 a      1118     0    47     1    14
 -3.3621256459151483E+00 a      1119     0    47     1    15
  3.3738875124821783E+00 a      1120     0    47     1    16
 -3.8436791450343502E+00 a      1121     0    47     1    17
 -6.2783307795460939E+00 a      1122     0    47     1    18
  3.9401419453485689E+00 a      1123     0    47     1    19
  1.1766541971180873E+00 a      1124     0    47     1    20
 -3.0251793006484466E+00 a      1125     0    47     1    21
  1.6671268155226857E+00 a      1126     0    47     1    22
 -6.5185516499616201E+00 a      1127     0    47     1    23
  8.0661745915549492E+00 a      1128     0    47     1    24
 -9.7188216748673817E+00 a      1129     0    48     1     1
  5.3217978157384920E+00 a      1130     0    48     1     2
  2.5660729739826738E+00 a      1131     0    48     1     3
 -6.3193423994312061E+00 a      1132     0    48     1     4
 -6.7351756966449248E+00 a      1133     0    48     1     5
  3.2412508259162665E+00 a      1134     0    48     1     6
  4.6162453510765458E+00 a      1135     0    48     1     7
 -8.9997310343983710E+00 a      1136     0    48     1     8
 -1.7689441743379080E+00 a      1137     0    48     1     9
 -4.0140413283431462E+00 a      1138     0    48     1    10
  5.8827724944441337E+00 a      1139     0    48     1    11
 -1.3188006094791815E+00 a      1140     0    48     1    12
  8.9061373533417232E+00 a      1141     0    48     1    13
 -8.3680260061901492E+00 a      1142     0    48     1    14
 -6.8301735242597106E+00 a      1143     0    48     1    15
 -3.9334748324860815E-02 a      1144     0    48     1    16
  4.1443445165512449E-01 a      1145     0    48     1    17
  1.3284509974747996E+00 a      1146     0    48     1    18
 -3.6768070455956012E+00 a      1147     0    48     1    19
 -3.2083982532844098E+00 a      1148     0    48     1    20
  1.5793614677017649E+00 a      1149     0    48     1    21
  8.6243171636271612E+00 a      1150     0    48     1    22
  3.9249907749227382E+00 a      1151     0    48     1    23
  6.8088001005195755E+00 a      1152     0    48     1    24
  9.0053719700282042E-01 a      1153     0    49     1     1
 -3.0515443753208880E+00 a      1154     0    49     1     2
 -5.9526957612009710E+00 a      1155     0    49     1     3
  8.5965374360632332E+00 a      1156     0    49     1     4
  1.5784697457482510E+01 a      1157     0    49     1     5
 -7.4813107826336216E+00 a      1158     0    49     1     6
 -4.1100112202800663E+00 a      1159     0    49     1     7
 -5.6693694500331260E+00 a      1160     0    49     1     8
  5.3769183839978894E+00 a      1161     0    49     1     9
  1.5644438096645082E+01 a      1162     0    49     1    10
 -4.2644293015709129E+00 a      1163     0    49     1    11
 -7.5393990764173200E+00 a      1164     0    49     1    12
 -6.3131886180982884E+00 a      1165     0    49     1    13
  8.0837336168453644E-01 a      1166     0    49     1    14
 -1.1303524510250862E+00 a      1167     0    49     1    15
 -9.5184206202084329E+00 a      1168     0    49     1    16
  1.0541161863230393E+01 a      1169     0    49     1    17
  2.1300095147904234E+00 a      1170     0    49     1    18
 -2.9850633309750623E+00 a      1171     0    49     1    19
 -1.5900273405789722E-01 a      1172     0    49     1    20
  1.5877435611951825E+00 a      1173     0    49     1    21
 -4.1032676666784640E-01 a      1174     0    49     1    22
 -2.8048091521294878E+00 a      1175     0    49     1    23
  7.0547491013680457E+00 a      1176     0    49     1    24
  7.4079010888616204E-01 a      1177     0    50     1     1
  2.5121075152584487E+00 a      1178     0    50     1     2
  2.1900306415579824E+00 a      1179     0    50     1     3
 -8.7906063801577634E+00 a      1180     0    50     1     4
  2.3587050660310620E+00 a      1181     0    50     1     5
  1.1647173643813808E+00 a      1182     0    50     1     6
 -1.1405982429253785E+00 a      1183     0    50     1     7
 -8.3976964446930289E+00 a      1184     0    50     1     8
  6.7141868084024123E+00 a      1185     0    50     1     9
 -3.2064266389711782E+00 a      1186     0    50     1    10
 -1.3424584546125353E+00 a      1187     0    50     1    11
 -6.6241071194636314E-01 a      1188     0    50     1    12
 -1.9572918800329351E+01 a      1189     0    50     1    13
  7.0171304233566660E+00 a      1190     0    50     1    14
  8.5804787653868619E-01 a      1191     0    50     1    15
 -6.6019213747085939E+00 a      1192     0    50     1    16
 -1.1204446108105062E+00 a      1193     0    50     1    17
  6.5993852651965108E+00 a      1194     0    50     1    18
  6.1493474622691713E-01 a      1195     0    50     1    19
 -3.4823649226683711E+00 a      1196     0    50     1    20
  5.9897263840525321E+00 a      1197     0    50     1    21
 -5.9712364906720996E+00 a      1198     0    50     1    22
  1.0919754033129431E+01 a      1199     0    50     1    23
  1.0506141714640835E+00 a      1200     0    50     1    24
 -2.1119883136962585E+00 a      1201     0    51     1     1
  6.4687402370658487E-01 a      1202     0    51     1     2
  1.6901383034036890E+00 a      1203     0    51     1     3
  1.0318509399861345E-01 a      1204     0    51     1     4
  7.4260880655094290E+00 a      1205     0    51     1     5
 -1.0140328974874425E+01 a      1206     0    51     1     6
  1.0965918275892651E+01 a      1207     0    51     1     7
  2.0072408891706495E+00 a      1208     0    51     1     8
 -1.1649991631574670E+00 a      1209     0    51     1     9
  7.9873546568635483E+00 a      1210     0    51     1    10
 -2.0320073401180356E+00 a      1211     0    51     1    11
 -3.4844900896574735E+00 a      1212     0    51     1    12
 -7.4769341897761770E+00 a      1213     0    51     1    13
 -1.8662066669171362E-01 a      1214     0    51     1    14
 -3.8768577062229617E+00 a      1215     0    51     1    15
  3.9581702080986934E+00 a      1216     0    51     1    16
  1.0005452864882347E+00 a      1217     0    51     1    17
  1.5599510944090185E+00 a      1218     0    51     1    18
  6.7419667885903394E+00 a      1219     0    51     1    19
  7.0323917038771127E+00 a      1220     0    51     1    20
 -8.1201966623089550E-01 a      1221     0    51     1    21
 -6.1003045058617467E-01 a      1222     0    51     1    22
  1.1810447695040452E+01 a      1223     0    51     1    23
 -6.3911560975602810E-01 a      1224     0    51     1    24
  8.9254537558457319E+00 a      1225     0    52     1     1
 -6.9385446614184829E+00 a      1226     0    52     1     2
  3.7920970568057073E+00 a      1227     0    52     1     3
  6.8368437788941128E+00 a      1228     0    52     1     4
 -7.7099867002628997E-02 a      1229     0    52     1     5
  3.1871685198415660E+00 a      1230     0    52     1     6
 -1.5331746016292147E+00 a      1231     0    52     1     7
  4.5400807684178996E+00 a      1232     0    52     1     8
  2.8798462678075181E+00 a      1233     0    52     1     9
  2.6249490773043731E+00 a      1234     0    52     1    10
 -6.8588008006836176E+00 a      1235     0    52     1    11
 -2.0135285203837037E+00 a      1236     0    52     1    12
 -3.1023191094227465E+00 a      1237     0    52     1    13
  1.6848884148711232E+01 a      1238     0    52     1    14
  6.2770165283603312E+00 a      1239     0    52     1    15
  8.2308130680633269E+00 a      1240     0    52     1    16
  1.3587774260014070E+01 a      1241     0    52     1    17
 -1.3679162763470545E+00 a      1242     0    52     1    18
 -1.2563753583767593E+01 a      1243     0    52     1    19
 -4.8363742615223613E+00 a      1244     0    52     1    20
 -6.0237108817609979E+00 a      1245     0    52     1    21
  5.8643860890011785E+00 a      1246     0    52     1    22
  5.6062500734750902E+00 a      1247     0    52     1    23
 -8.4342068688746785E-01 a      1248     0    52     1    24
 -3.8781102674406971E+00 a      1249     0    53     1     1
 -6.1284270462183761E+00 a      1250     0    53     1     2
 -2.7417831336739446E-01 a      1251     0    53     1     3
 -4.3462671825972974E+00 a      1252     0    53     1     4
 -6.8407223275561613E-01 a      1253     0    53     1     5
 -5.8045932560308264E+00 a      1254     0    53     1     6
  4.1160646860354194E-01 a      1255     0    53     1     7
  4.9560039126734479E+00 a      1256     0    53     1     8
  3.7120581555732972E+00 a      1257     0    53     1     9
  9.1084450075948951E+00 a      1258     0    53     1    10
 -4.2779618312464009E+00 a      1259     0    53     1    11
  1.9008976946554068E-01 a      1260     0    53     1    12
 -2.1911714406571889E+01 a      1261     0    53     1    13
  7.2267690952970431E+00 a      1262     0    53     1    14
  2.3784285156163465E+00 a      1263     0    53     1    15
 -6.9125901534886323E+00 a      1264     0    53     1    16
 -3.4210570332560686E-01 a      1265     0    53     1    17
  8.4083566756577532E+00 a      1266     0    53     1    18
  1.0026166822685660E+01 a      1267     0    53     1    19
 -6.9629589922053263E+00 a      1268     0    53     1    20
 -4.3196875566535793E+00 a      1269     0    53     1    21
  8.6266048125329640E+00 a      1270     0    53     1    22
  1.8133191605573234E+01 a      1271     0    53     1    23
  2.1977062857336143E+00 a      1272     0    53     1    24
 -4.2091698081552416E+00 a      1273     0    54     1     1
  3.1110888404887764E+00 a      1274     0    54     1     2
 -8.5848203432512604E-01 a      1275     0    54     1     3
 -4.1129757402627876E+00 a      1276     0    54     1     4
  1.2528514057789549E+01 a      1277     0    54     1     5
  2.9031271118203339E+00 a      1278     0    54     1     6
  2.0196248789986484E+00 a      1279     0    54     1     7
  1.3508587002225767E+01 a      1280     0    54     1     8
  4.2664211413043454E+00 a      1281     0    54     1     9
  2.4224831770356098E-01 a      1282     0    54     1    10
 -3.1353370459976611E+00 a      1283     0    54     1    11
  8.7312479063624320E+00 a      1284     0    54     1    12
 -8.0160769390698849E+00 a      1285     0    54     1    13
  2.1283124927397417E+00 a      1286     0    54     1    14
  7.1360329181932007E+00 a      1287     0    54     1    15
  9.1336344559406424E+00 a      1288     0    54     1    16
 -4.0101893483063442E+00 a      1289     0    54     1    17
  7.0359345665506572E+00 a      1290     0    54     1    18
  3.4669771720987491E-01 a      1291     0    54     1    19
 -4.0860109523936385E+00 a      1292     0    54     1    20
 -3.3476503408084533E+00 a      1293     0    54     1    21
 -5.5510618650463019E+00 a      1294     0    54     1    22
 -6.1000754160779946E-01 a      1295     0    54     1    23
  8.3580845035998230E+00 a      1296     0    54     1    24
  5.6164373380015131E-01 a      1297     0    55     1     1
 -7.5588157870982107E+00 a      1298     0    55     1     2
  1.8235280318331013E+00 a      1299     0    55     1     3
  1.1164214221963331E+01 a      1300     0    55     1     4
  6.9821851191329349E+00 a      1301     0    55     1     5
  4.4558653129377550E+00 a      1302     0    55     1     6
 -4.8760636476359637E-01 a      1303     0    55     1     7
  6.4512784773618392E+00 a      1304     0    55     1     8
  1.9292955848599012E+00 a      1305     0    55     1     9
  3.2770904386281989E+00 a      1306     0    55     1    10
  2.9326894088673807E+00 a      1307     0    55     1    11
 -4.4542656677624920E-01 a      1308     0    55     1    12
  1.0536287746094219E+00 a      1309     0    55     1    13
 -1.2284731236930313E+00 a      1310     0    55     1    14
  4.8717102750436538E+00 a      1311     0    55     1    15
 -1.0027735243895675E+01 a      1312     0    55     1    16
  6.2636165783618756E+00 a      1313     0    55     1    17
  7.9611153281475149E+00 a      1314     0    55     1    18
 -2.0876784803038775E+00 a      1315     0    55     1    19
  6.2339600654481044E+00 a      1316     0    55     1    20
 -4.5045906533547636E-01 a      1317     0    55     1    21
 -3.3490734680465413E+00 a      1318     0    55     1    22
 -2.5794403214975610E+00 a      1319     0    55     1    23
 -3.6758747979840702E+00 a      1320     0    55     1    24
 -1.4980035433414780E+00 a      1321     0    56     1     1
 -1.0716877989297908E+00 a      1322     0    56     1     2
  5.3801701586817732E+00 a      1323     0    56     1     3
 -1.1352468313918306E+01 a      1324     0    56     1     4
  1.3511799821393300E+01 a      1325     0    56     1     5
  5.1157808773189259E+00 a      1326     0    56     1     6
  4.5877909524822842E+00 a      1327     0    56     1     7
 -6.9568665916771204E+00 a      1328     0    56     1     8
 -1.1225297532693340E+01 a      1329     0    56     1     9
 -3.0410231496003273E+00 a      1330     0    56     1    10
  2.9688982701121741E-01 a      1331     0    56     1    11
 -4.4735420233308627E+00 a      1332     0    56     1    12
 -1.2091167402811967E+01 a      1333     0    56     1    13
 -1.2940586087358573E+01 a      1334     0    56     1    14
 -2.7972038630513762E+00 a      1335     0    56     1    15
 -1.3384822513517646E+01 a      1336     0    56     1    16
  1.0321344135161323E+00 a      1337     0    56     1    17
  3.0138955784302430E+00 a      1338     0    56     1    18
  5.6712027726898375E+00 a      1339     0    56     1    19
  6.7001946790797708E+00 a      1340     0    56     1    20
  7.3140031238684422E+00 a      1341     0    56     1    21
 -1.5881763725724845E+00 a      1342     0    56     1    22
  4.9964221838790035E+00 a      1343     0    56     1    23
  3.8553356435938197E+00 a      1344     0    56     1    24
 -3.7114683235898309E+00 a      1345     0    57     1     1
  1.3463834458839667E+01 a      1346     0    57     1     2
  1.1034323104307044E+01 a      1347     0    57     1     3
 -1.6103650324205518E+00 a      1348     0    57     1     4
  1.5759267242950903E+00 a      1349     0    57     1     5
  3.6920060572188669E-02 a      1350     0    57     1     6
 -8.4519405797477773E+00 a      1351     0    57     1     7
 -6.2786093219721657E+00 a      1352     0    57     1     8
 -2.8628716626346158E+00 a      1353     0    57     1     9
  4.2950723003497941E+00 a      1354     0    57     1    10
  4.7858873660447712E+00 a      1355     0    57     1    11
  3.5442599892184856E+00 a      1356     0    57     1    12
 -1.0500266379484636E+01 a      1357     0    57     1    13
 -4.8198488674323006E+00 a      1358     0    57     1    14
 -1.8526850134065345E+00 a      1359     0    57     1    15
  2.6315392042601369E+00 a      1360     0    57     1    16
  3.0668514011972854E+00 a      1361     0    57     1    17
 -5.2908978559292432E+00 a      1362     0    57     1    18
  8.7716878755689731E-01 a      1363     0    57     1    19
  6.0848898781318779E+00 a      1364     0    57     1    20
  6.4189037297597584E-01 a      1365     0    57     1    21
 -6.5594640991320485E+00 a      1366     0    57     1    22
 -9.7093970537688112E-01 a      1367     0    57     1    23
 -3.4726940005630857E+00 a      1368     0    57     1    24
