################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2480254223668141E+00 a      2680     0   112     1    16
 -1.1214336309584654E+00 a      2681     0   112     1    17
  2.5223526622146952E+00 a      2682     0   112     1    18
 -1.3716044549859123E+00 a      2683     0   112     1    19
 -2.1826680496464190E+00 a      2684     0   112     1    20
 -9.9474994385361679E+00 a      2685     0   112     1    21
  1.1328462911226413E+00 a      2686     0   112     1    22
  4.6518146368757751E+00 a      2687     0   112     1    23
  3.7928604735765183E-02 a      2688     0   112     1    24
  4.5146929422861088E+00 a      2689     0   113     1     1
 -4.2917327675714736E+00 a      2690     0   113     1     2
  3.1405676318941373E+00 a      2691     0   113     1     3
 -3.0814405508087055E+00 a      2692     0   113     1     4
  5.0267729470313007E+00 a      2693     0   113     1     5
 -8.0664295455920758E+00 a      2694     0   113     1     6
  5.4056964886466243E+00 a      2695     0   113     1     7
  3.3257650388115461E+00 a      2696     0   113     1     8
 -9.2561373161282283E+00 a      2697     0   113     1     9
 -9.2848112947821770E-01 a      2698     0   113     1    10
  5.0227890833577575E+00 a      2699     0   113     1    11
 -7.6814916665077666E+00 a      2700     0   113     1    12
  1.7722653750154831E+00 a      2701     0   113     1    13
 -3.9999681882485358E+00 a      2702     0   113     1    14
  9.4031301290583391E-01 a      2703     0   113     1    15
 -2.5585485517314903E+00 a      2704     0   113     1    16
  2.2960085313189431E+00 a      2705     0   113     1    17
 -2.4045529127048009E+00 a      2706     0   113     1    18
  6.2758601183139691E+00 a      2707     0   113     1    19
 -1.9894400703894191E+00 a      2708     0   113     1    20
 -2.0455745789563863E-02 a      2709     0   113     1    21
  5.6202986389263376E+00 a      2710     0   113     1    22
  8.4018003677965336E-01 a      2711     0   113     1    23
 -2.4755275326671686E+00 a      2712     0   113     1    24
  2.5579215754615432E+00 a      2713     0   114     1     1
  4.0887523737566767E+00 a      2714     0   114     1     2
  2.5044577675111773E-01 a      2715     0   114     1     3
 -4.6145985812847385E+00 a      2716     0   114     1     4
 -1.1042054432623436E+00 a      2717     0   114     1     5
  3.3626141323493992E+00 a      2718     0   114     1     6
  3.7874278287036871E+00 a      2719     0   114     1     7
  3.3850399453858961E+00 a      2720     0   114     1     8
 -2.1436377432402804E-02 a      2721     0   114     1     9
 -1.3821263290473013E-01 a      2722     0   114     1    10
  1.0138911376506532E+00 a      2723     0   114     1    11
 -2.0834092464603476E-01 a      2724     0   114     1    12
  2.4416107582026285E+00 a      2725     0   114     1    13
  3.4491332859643373E+00 a      2726     0   114     1    14
 -7.3657865528174424E+00 a      2727     0   114     1    15
  2.3106299783090942E+00 a      2728     0   114     1    16
  1.4512229818215909E+00 a      2729     0   114     1    17
 -2.4744426743871344E+00 a      2730     0   114     1    18
  2.5123015389802088E+00 a      2731     0   114     1    19
 -9.7959229098452349E-01 a      2732     0   114     1    20
  6.4543743570369436E+00 a      2733     0   114     1    21
  7.8028212969569584E+00 a      2734     0   114     1    22
 -1.1243704892682072E+01 a      2735     0   114     1    23
  4.8618794319072851E+00 a      2736     0   114     1    24
  1.7102903288184792E+00 a      2737     0   115     1     1
 -1.9577298794488360E+00 a      2738     0   115     1     2
 -1.1866575372077048E+00 a      2739     0   115     1     3
 -3.5012910165562222E-01 a      2740     0   115     1     4
 -5.1048991384118709E+00 a      2741     0   115     1     5
 -2.7695545193293575E-01 a      2742     0   115     1     6
  2.7015051792894220E+00 a      2743     0   115     1     7
 -2.2256220686701633E+00 a      2744     0   115     1     8
 -5.8494791849952632E-01 a      2745     0   115     1     9
 -4.0937203586318089E+00 a      2746     0   115     1    10
 -6.4689648747793468E-02 a      2747     0   115     1    11
  1.3602148699422787E+00 a      2748     0   115     1    12
  3.7280979191184233E-01 a      2749     0   115     1    13
  5.5036705046029830E+00 a      2750     0   115     1    14
  1.8140443233317021E+00 a      2751     0   115     1    15
 -3.7217403357868073E+00 a      2752     0   115     1    16
  3.0810087844890606E+00 a      2753     0   115     1    17
 -6.4294486910837030E+00 a      2754     0   115     1    18
  1.1316351462203145E+00 a      2755     0   115     1    19
  3.0310633682793946E+00 a      2756     0   115     1    20
 -6.2697185394998058E+00 a      2757     0   115     1    21
  3.6492367863894750E+00 a      2758     0   115     1    22
 -1.6660775640298191E+00 a      2759     0   115     1    23
  4.7587053068586700E+00 a      2760     0   115     1    24
  1.0240061930308957E+00 a      2761     0   116     1     1
  4.6320288984435298E-01 a      2762     0   116     1     2
  7.8927672375263658E-01 a      2763     0   116     1     3
  8.5846993949232353E-01 a      2764     0   116     1     4
 -4.3768385784564554E+00 a      2765     0   116     1     5
  1.0465993831233684E+00 a      2766     0   116     1     6
 -1.5110220650203587E+00 a      2767     0   116     1     7
 -6.4847305873956851E-01 a      2768     0   116     1     8
  1.2033284475437516E+00 a      2769     0   116     1     9
 -2.8550209620341120E+00 a      2770     0   116     1    10
 -6.1798469853191307E-01 a      2771     0   116     1    11
  1.5911380394254446E+00 a      2772     0   116     1    12
 -1.5822597355804338E+00 a      2773     0   116     1    13
 -1.2064484365981216E+00 a      2774     0   116     1    14
 -1.3506317261858671E+00 a      2775     0   116     1    15
  8.1106904330432647E-02 a      2776     0   116     1    16
  7.0460655670311212E-01 a      2777     0   116     1    17
  2.9418540940256963E+00 a      2778     0   116     1    18
 -1.3012581610267278E+00 a      2779     0   116     1    19
  1.2711113045433915E+00 a      2780     0   116     1    20
 -3.2368621273028468E+00 a      2781     0   116     1    21
  1.0067200947035282E-01 a      2782     0   116     1    22
 -1.7185841882272135E+00 a      2783     0   116     1    23
  3.2163087853189380E+00 a      2784     0   116     1    24
  4.1893316773577007E+00 a      2785     0   117     1     1
 -3.8486058683278399E+00 a      2786     0   117     1     2
  2.6721688369253216E+00 a      2787     0   117     1     3
  1.6123192833777025E+00 a      2788     0   117     1     4
 -6.8758401462007077E+00 a      2789     0   117     1     5
  1.0338477674459265E+01 a      2790     0   117     1     6
 -2.7351221986807204E+00 a      2791     0   117     1     7
  7.2415908254089278E-01 a      2792     0   117     1     8
 -2.2084148801190961E+00 a      2793     0   117     1     9
 -2.9648317415209924E-01 a      2794     0   117     1    10
 -8.6121349206754039E-01 a      2795     0   117     1    11
  5.8509801316648025E-01 a      2796     0   117     1    12
 -1.2545156489896638E+00 a      2797     0   117     1    13
  2.8144190470198498E+00 a      2798     0   117     1    14
  7.8561067357806484E+00 a      2799     0   117     1    15
  2.1420903817196719E+00 a      2800     0   117     1    16
 -1.1976780453298699E+00 a      2801     0   117     1    17
  8.8740184844627645E-02 a      2802     0   117     1    18
  7.7630241748281459E-01 a      2803     0   117     1    19
  4.1944495193454412E-01 a      2804     0   117     1    20
 -2.7420493938649688E+00 a      2805     0   117     1    21
  1.7570437500660028E+00 a      2806     0   117     1    22
 -1.1952085464288080E+01 a      2807     0   117     1    23
  9.9469780136814720E-02 a      2808     0   117     1    24
  1.5618384764442566E+00 a      2809     0   118     1     1
  1.6612475932459168E+00 a      2810     0   118     1     2
  1.9984663670721234E-01 a      2811     0   118     1     3
 -5.9251711336023238E-01 a      2812     0   118     1     4
 -1.1631545741868976E+00 a      2813     0   118     1     5
 -1.4891412144787949E-01 a      2814     0   118     1     6
  2.7634380634691780E-01 a      2815     0   118     1     7
  1.3920889655884290E+00 a      2816     0   118     1     8
 -2.5141307218663003E+00 a      2817     0   118     1     9
  2.4306412857966264E-01 a      2818     0   118     1    10
  2.6719830310907571E+00 a      2819     0   118     1    11
  1.5143141279274888E+00 a      2820     0   118     1    12
 -2.0830946126026056E-01 a      2821     0   118     1    13
 -1.9662132219872412E+00 a      2822     0   118     1    14
  2.2659222236725096E+00 a      2823     0   118     1    15
  3.1163059028549173E-02 a      2824     0   118     1    16
 -2.4177052850774281E+00 a      2825     0   118     1    17
  2.6420455072226279E+00 a      2826     0   118     1    18
 -1.6090202700059544E+00 a      2827     0   118     1    19
  1.5306818641466737E+00 a      2828     0   118     1    20
 -5.0785093525257796E-01 a      2829     0   118     1    21
 -1.6383926167677327E+00 a      2830     0   118     1    22
  2.1421485785505507E+00 a      2831     0   118     1    23
  2.6749928872955246E+00 a      2832     0   118     1    24
 -1.0123082870094691E+00 a      2833     0   119     1     1
  1.1092541977664951E+00 a      2834     0   119     1     2
  8.4930669610355780E-03 a      2835     0   119     1     3
 -7.3349991360077804E-01 a      2836     0   119     1     4
 -4.4492681260965145E-01 a      2837     0   119     1     5
  2.5145098692618153E+00 a      2838     0   119     1     6
 -1.0759970820886122E+00 a      2839     0   119     1     7
 -2.0369073091387446E-01 a      2840     0   119     1     8
 -1.7201028637224899E-01 a      2841     0   119     1     9
  7.0440438757227986E-01 a      2842     0   119     1    10
 -6.8196506656810296E-01 a      2843     0   119     1    11
  4.5865565351697785E-01 a      2844     0   119     1    12
  2.1670819181407430E-01 a      2845     0   119     1    13
 -2.8022341885051849E-01 a      2846     0   119     1    14
  1.5028361343864114E+00 a      2847     0   119     1    15
  4.1958058342192006E-01 a      2848     0   119     1    16
 -8.6175265488043351E-01 a      2849     0   119     1    17
  2.0075678285984022E+00 a      2850     0   119     1    18
  4.6908771803408439E-02 a      2851     0   119     1    19
  5.4957581732313709E-01 a      2852     0   119     1    20
  5.4169003360614720E-01 a      2853     0   119     1    21
 -4.0610556826435298E+00 a      2854     0   119     1    22
  8.1895186383453533E-01 a      2855     0   119     1    23
 -6.7530187380664930E-01 a      2856     0   119     1    24
  7.8822871326235389E-02 a      2857     0   120     1     1
 -9.4699068873077094E-02 a      2858     0   120     1     2
 -3.2271236889716132E-01 a      2859     0   120     1     3
  6.1479365888306097E+00 a      2860     0   120     1     4
 -2.6837440922379435E-01 a      2861     0   120     1     5
  2.9860126570363268E+00 a      2862     0   120     1     6
 -9.3635508933569356E-01 a      2863     0   120     1     7
  9.2696407393638980E-01 a      2864     0   120     1     8
  1.1919228736819587E-01 a      2865     0   120     1     9
 -5.1939320794157928E-01 a      2866     0   120     1    10
 -1.1960347000293736E+00 a      2867     0   120     1    11
  2.3452333774954101E-01 a      2868     0   120     1    12
  3.8682276922113373E-01 a      2869     0   120     1    13
  3.5205799980379211E-02 a      2870     0   120     1    14
  4.5332338554889144E+00 a      2871     0   120     1    15
 -1.7474744137184590E+00 a      2872     0   120     1    16
 -4.1891993347770516E-02 a      2873     0   120     1    17
 -6.9991712457992317E-01 a      2874     0   120     1    18
  1.4746801967423095E+00 a      2875     0   120     1    19
 -7.1089420525846703E-01 a      2876     0   120     1    20
 -2.9028501115311822E-01 a      2877     0   120     1    21
  5.6188741425453879E+00 a      2878     0   120     1    22
 -5.5290875280952863E+00 a      2879     0   120     1    23
 -1.1138198900796914E+00 a      2880     0   120     1    24
  9.1365853934830654E-01 b      2881     1     1
  1.0838132791572193E+00 b      2882     1     2
  1.6684590271598427E+00 b      2883     1     3
  1.2520521547793118E+00 b      2884     1     4
  2.0240562508661948E+00 b      2885     1     5
 -4.4229683013048771E-01 b      2886     1     6
  1.8772656693618210E+00 b      2887     1     7
 -1.0953226118187647E+00 b      2888     1     8
 -1.6501754164024957E-01 b      2889     1     9
 -6.1886067549186274E-01 b      2890     1    10
  1.6746818658046398E+00 b      2891     1    11
 -1.8858747597266829E+00 b      2892     1    12
 -1.5286498025650113E+00 b      2893     1    13
 -4.2870082960157463E-01 b      2894     1    14
  2.1897429619523860E+00 b      2895     1    15
  1.2096658496893427E+00 b      2896     1    16
 -1.9602539454652765E-01 b      2897     1    17
  2.7170288889571861E+00 b      2898     1    18
 -2.3261614143009465E-02 b      2899     1    19
 -1.5648871249402402E-01 b      2900     1    20
  1.7221216616288832E+00 b      2901     1    21
 -2.0546773374618668E+00 b      2902     1    22
  6.0626283005194459E-01 b      2903     1    23
  1.8512607240005627E+00 b      2904     1    24
 -4.4402427848653919E-01 a      2905     1     1     2     1
 -1.8149913807867095E+00 a      2906     1     1     2     2
  2.1429382721849177E+00 a      2907     1     1     2     3
 -2.2607415884863946E+00 a      2908     1     1     2     4
  1.6876115490419383E+00 a      2909     1     1     2     5
  9.1665093455668401E-01 a      2910     1     1     2     6
 -2.9456642074462884E+00 a      2911     1     1     2     7
  5.0333425603993676E-01 a      2912     1     1     2     8
 -2.5811758239339460E+00 a      2913     1     1     2     9
 -4.3676911620150932E-01 a      2914     1     1     2    10
 -1.1042867121778033E-01 a      2915     1     1     2    11
  4.7048930206141137E-01 a      2916     1     1     2    12
 -3.5278208102963704E-01 a      2917     1     1     2    13
  1.0024298605281021E-01 a      2918     1     1     2    14
  1.3345008841028605E-01 a      2919     1     1     2    15
  1.1239316063993137E+00 a      2920     1     1     2    16
  2.3807398369708301E+00 a      2921     1     1     2    17
 -1.5365105502820531E+00 a      2922     1     1     2    18
 -2.3137909876635485E-01 a      2923     1     1     2    19
  3.6703837161815883E-01 a      2924     1     1     2    20
 -1.7490137008137803E+00 a      2925     1     1     2    21
 -9.1707220897870156E-01 a      2926     1     1     2    22
  5.9407834802486290E+00 a      2927     1     1     2    23
 -1.6385798732927404E-01 a      2928     1     1     2    24
  7.5439704412107378E-01 a      2929     1     2     2     1
  4.6279228325321425E-01 a      2930     1     2     2     2
  1.2000029551239544E+00 a      2931     1     2     2     3
  1.3686830327868754E-01 a      2932     1     2     2     4
  2.1387227506494266E+00 a      2933     1     2     2     5
  9.8882678901270823E-03 a      2934     1     2     2     6
  3.7986675416609927E-01 a      2935     1     2     2     7
 -9.3061178269540201E-01 a      2936     1     2     2     8
 -7.6258730274374709E-01 a      2937     1     2     2     9
  8.1619091985727710E-01 a      2938     1     2     2    10
 -8.0401606210231499E-02 a      2939     1     2     2    11
 -4.0970267494159829E-01 a      2940     1     2     2    12
  2.4829632522165523E-01 a      2941     1     2     2    13
 -4.7245291576996346E-01 a      2942     1     2     2    14
 -3.2672119573245078E+00 a      2943     1     2     2    15
  1.4902874933614501E+00 a      2944     1     2     2    16
 -1.5073633963177901E+00 a      2945     1     2     2    17
  2.6480360520010073E+00 a      2946     1     2     2    18
 -2.2556981150049693E+00 a      2947     1     2     2    19
 -2.0329284533274961E+00 a      2948     1     2     2    20
 -1.7346764810457291E+00 a      2949     1     2     2    21
 -1.6336675909072891E+00 a      2950     1     2     2    22
  1.5635824479757969E+00 a      2951     1     2     2    23
  1.9320785953430060E+00 a      2952     1     2     2    24
 -5.9361976389528992E-01 a      2953     1     3     2     1
 -7.8768700183407359E-01 a      2954     1     3     2     2
  5.1885131604256363E-01 a      2955     1     3     2     3
 -3.6563973826522117E-01 a      2956     1     3     2     4
  8.2915431414773766E-01 a      2957     1     3     2     5
 -2.9896474361078901E-01 a      2958     1     3     2     6
 -1.5093993992881587E+00 a      2959     1     3     2     7
 -7.4569254029612841E-01 a      2960     1     3     2     8
 -4.8220944489122064E-01 a      2961     1     3     2     9
 -1.8911544873117175E-01 a      2962     1     3     2    10
 -4.9023882998297602E-01 a      2963     1     3     2    11
  5.3536892819335169E-01 a      2964     1     3     2    12
 -5.0906950901922779E-02 a      2965     1     3     2    13
  2.2086594407797641E-01 a      2966     1     3     2    14
  2.2030636440908591E-01 a      2967     1     3     2    15
  1.0826551215962128E+00 a      2968     1     3     2    16
 -1.8610988329159728E-01 a      2969     1     3     2    17
 -4.1734282817659940E-01 a      2970     1     3     2    18
 -3.5052885257890243E-01 a      2971     1     3     2    19
 -1.8852937860896302E+00 a      2972     1     3     2    20
  9.1577588901570217E-01 a      2973     1     3     2    21
  1.0641072625228416E+00 a      2974     1     3     2    22
 -8.1226684378426905E-01 a      2975     1     3     2    23
 -7.7658483629660180E-01 a      2976     1     3     2    24
  1.3639556868546254E+00 a      2977     1     4     2     1
  1.0842639534193435E+00 a      2978     1     4     2     2
 -7.7816308749421925E-01 a      2979     1     4     2     3
 -1.3083775856814905E+00 a      2980     1     4     2     4
  3.7670724974803937E-01 a      2981     1     4     2     5
 -4.6722283976357213E+00 a      2982     1     4     2     6
 -7.7417250695287541E+00 a      2983     1     4     2     7
  7.3950515750330792E-02 a      2984     1     4     2     8
  2.8800863390433834E-01 a      2985     1     4     2     9
 -6.0946822305370230E-01 a      2986     1     4     2    10
 -6.9732794935675058E-01 a      2987     1     4     2    11
 -1.2578955799369793E-01 a      2988     1     4     2    12
  1.0056720031495212E+00 a      2989     1     4     2    13
  1.0835810296438946E+00 a      2990     1     4     2    14
  3.4951876507615287E+00 a      2991     1     4     2    15
  7.2020528935721118E-01 a      2992     1     4     2    16
 -2.9995844941205703E+00 a      2993     1     4     2    17
 -2.7773205729611600E-01 a      2994     1     4     2    18
  6.5436294087104185E-01 a      2995     1     4     2    19
 -5.1545374792737126E+00 a      2996     1     4     2    20
  1.4731796172384708E+00 a      2997     1     4     2    21
 -6.1177755672290957E-01 a      2998     1     4     2    22
 -2.8014034853256149E+00 a      2999     1     4     2    23
  1.9784204189182153E+00 a      3000     1     4     2    24
  8.1084142178713225E-01 a      3001     1     5     2     1
 -9.8641070352434101E-01 a      3002     1     5     2     2
 -7.3726458790731020E-01 a      3003     1     5     2     3
  6.7035440316259876E-01 a      3004     1     5     2     4
 -1.7472492317890098E+00 a      3005     1     5     2     5
  8.8831294056092547E-01 a      3006     1     5     2     6
  4.0404636161883261E+00 a      3007     1     5     2     7
  1.3151302764480253E+00 a      3008     1     5     2     8
 -1.3199217708988173E+00 a      3009     1     5     2     9
 -6.5044608160146011E-02 a      3010     1     5     2    10
  1.0858718277295885E+00 a      3011     1     5     2    11
  2.7278463349070298E-01 a      3012     1     5     2    12
  8.0565858479961061E-01 a      3013     1     5     2    13
 -8.7009295105662920E-01 a      3014     1     5     2    14
 -2.2528470600639077E+00 a      3015     1     5     2    15
 -3.0176485221599664E-01 a      3016     1     5     2    16
 -6.4482109256022979E-01 a      3017     1     5     2    17
  1.8694547390546065E-01 a      3018     1     5     2    18
  1.7313766052493704E+00 a      3019     1     5     2    19
 -2.8351903382864474E-01 a      3020     1     5     2    20
  1.6777750941665719E+00 a      3021     1     5     2    21
  6.8752060686362104E-01 a      3022     1     5     2    22
  5.4732171550329334E-01 a      3023     1     5     2    23
  1.4432245476049395E+00 a      3024     1     5     2    24
  1.5552888358298811E+00 a      3025     1     6     2     1
  9.1259702647138552E-01 a      3026     1     6     2     2
  5.0528372001635413E-01 a      3027     1     6     2     3
  4.3294556168604377E+00 a      3028     1     6     2     4
 -5.5796026459227459E+00 a      3029     1     6     2     5
 -3.3192616440994867E+00 a      3030     1     6     2     6
  2.1961971725045540E-01 a      3031     1     6     2     7
 -2.0998939299672972E-01 a      3032     1     6     2     8
  6.7593766525559262E-01 a      3033     1     6     2     9
  3.3215118652501913E-01 a      3034     1     6     2    10
  2.3108834627559949E+00 a      3035     1     6     2    11
  7.6762554450102638E-01 a      3036     1     6     2    12
  2.8489132935996655E+00 a      3037     1     6     2    13
 -7.6026146743186085E-01 a      3038     1     6     2    14
  2.8005898783647121E+00 a      3039     1     6     2    15
 -6.5448773511103573E+00 a      3040     1     6     2    16
  3.0638804138811686E+00 a      3041     1     6     2    17
  2.9037908456317512E+00 a      3042     1     6     2    18
 -3.2256802233373367E+00 a      3043     1     6     2    19
 -2.9008191990680214E+00 a      3044     1     6     2    20
 -2.8704872552713034E-02 a      3045     1     6     2    21
  5.0785296277314629E+00 a      3046     1     6     2    22
  2.1705752966139928E+00 a      3047     1     6     2    23
 -2.8677871603277207E+00 a      3048     1     6     2    24
 -9.4113673278761711E-01 a      3049     1     7     2     1
 -2.2574361195617203E+00 a      3050     1     7     2     2
 -2.2506145147228316E+00 a      3051     1     7     2     3
 -1.2019886280580831E-01 a      3052     1     7     2     4
 -1.1204889458481109E+00 a      3053     1     7     2     5
  8.9215575041634365E-01 a      3054     1     7     2     6
  5.5132938703342536E+00 a      3055     1     7     2     7
 -1.0158520014210655E+00 a      3056     1     7     2     8
  9.1728544370950027E-01 a      3057     1     7     2     9
 -1.7131848524865183E+00 a      3058     1     7     2    10
 -2.5694886637655245E-01 a      3059     1     7     2    11
 -4.6928488031070786E-01 a      3060     1     7     2    12
 -6.7806347349680285E-01 a      3061     1     7     2    13
  1.5396036007050466E+00 a      3062     1     7     2    14
  4.6636939411310685E+00 a      3063     1     7     2    15
 -1.6281820229297037E+00 a      3064     1     7     2    16
  2.7317544607310653E+00 a      3065     1     7     2    17
 -2.2514421475900082E+00 a      3066     1     7     2    18
 -6.5631785237481899E-01 a      3067     1     7     2    19
  2.5974378779822933E+00 a      3068     1     7     2    20
  3.2311464569579265E+00 a      3069     1     7     2    21
 -3.7791042823575033E-01 a      3070     1     7     2    22
  7.5424369567728311E-01 a      3071     1     7     2    23
 -1.9720658781666063E+00 a      3072     1     7     2    24
  1.5236874068474568E+00 a      3073     1     8     2     1
 -9.5254453577414133E-01 a      3074     1     8     2     2
 -3.6349327616869846E+00 a      3075     1     8     2     3
 -1.7575654117978583E+00 a      3076     1     8     2     4
 -1.6570641836123594E+00 a      3077     1     8     2     5
  3.5830624306572889E-01 a      3078     1     8     2     6
  3.1336496089986889E+00 a      3079     1     8     2     7
 -2.7062610242960017E-01 a      3080     1     8     2     8
 -4.3171769384342085E-01 a      3081     1     8     2     9
 -1.2590411013206149E+00 a      3082     1     8     2    10
  4.8408302667893255E-01 a      3083     1     8     2    11
  1.6246185483643703E+00 a      3084     1     8     2    12
  3.9906694661914832E-01 a      3085     1     8     2    13
  8.2981235853678548E-01 a      3086     1     8     2    14
  4.9119065843471477E+00 a      3087     1     8     2    15
  1.5744913779103944E+00 a      3088     1     8     2    16
  1.6129584510106598E+00 a      3089     1     8     2    17
 -1.1368177556809711E+00 a      3090     1     8     2    18
  2.4719059553029235E-01 a      3091     1     8     2    19
 -8.4990123061848721E-01 a      3092     1     8     2    20
 -5.0287874188243153E-01 a      3093     1     8     2    21
  7.8304542283079259E-01 a      3094     1     8     2    22
  8.7396717585063810E-01 a      3095     1     8     2    23
  1.1717206787004369E-01 a      3096     1     8     2    24
  4.9902136947563525E-01 a      3097     1     9     2     1
  3.9579089995062300E-01 a      3098     1     9     2     2
  1.3890851162919851E+00 a      3099     1     9     2     3
  3.0235675527100286E-01 a      3100     1     9     2     4
  6.7349675233196271E-01 a      3101     1     9     2     5
  2.4687229626189313E+00 a      3102     1     9     2     6
 -2.9010562440212584E+00 a      3103     1     9     2     7
 -1.9054138614242904E+00 a      3104     1     9     2     8
 -4.1727516606325725E-02 a      3105     1     9     2     9
 -7.7446308020621490E-01 a      3106     1     9     2    10
  8.1297769390917196E-01 a      3107     1     9     2    11
 -3.9536297120686614E-01 a      3108     1     9     2    12
 -1.5007378998284135E+00 a      3109     1     9     2    13
 -1.4568858766178050E+00 a      3110     1     9     2    14
 -1.4357781655513091E+00 a      3111     1     9     2    15
  8.8583556871937463E-01 a      3112     1     9     2    16
 -5.0687395423189563E-02 a      3113     1     9     2    17
 -1.6025523346774271E+00 a      3114     1     9     2    18
  1.6050631260238077E-02 a      3115     1     9     2    19
 -1.7642932719250457E+00 a      3116     1     9     2    20
 -1.0760429813265539E-01 a      3117     1     9     2    21
 -3.2388714868706883E+00 a      3118     1     9     2    22
  1.5818848283850075E+00 a      3119     1     9     2    23
  3.1439326878091499E-02 a      3120     1     9     2    24
 -3.7026754542000271E+00 a      3121     1    10     2     1
  1.4834315639407865E+00 a      3122     1    10     2     2
  1.8500565458846001E+00 a      3123     1    10     2     3
  5.3203016567131844E-01 a      3124     1    10     2     4
 -4.7832005191442822E-01 a      3125     1    10     2     5
 -3.7855242174734465E+00 a      3126     1    10     2     6
  1.1550502874022197E+00 a      3127     1    10     2     7
 -1.2352658655263685E-01 a      3128     1    10     2     8
  6.3138180443998881E-01 a      3129     1    10     2     9
 -2.6210033724426618E-01 a      3130     1    10     2    10
 -3.1962633599116468E+00 a      3131     1    10     2    11
  7.4221908321380176E-02 a      3132     1    10     2    12
  2.6936392390398978E+00 a      3133     1    10     2    13
 -1.2372755931586514E+00 a      3134     1    10     2    14
  3.2699458583307388E+00 a      3135     1    10     2    15
 -2.1839245608647548E+00 a      3136     1    10     2    16
  1.7970831942674033E+00 a      3137     1    10     2    17
  1.9929788780334428E+00 a      3138     1    10     2    18
  1.8582496517751392E+00 a      3139     1    10     2    19
  3.1488396943540187E-01 a      3140     1    10     2    20
 -1.7664977092290846E+00 a      3141     1    10     2    21
  5.5322363880797154E-01 a      3142     1    10     2    22
  1.8137085717140233E+00 a      3143     1    10     2    23
  3.8201126506525497E-02 a      3144     1    10     2    24
  6.9822662489008858E-01 a      3145     1    11     2     1
  1.1517312990016499E+00 a      3146     1    11     2     2
  1.3097270662488654E+00 a      3147     1    11     2     3
  8.2016790739820555E-01 a      3148     1    11     2     4
 -5.1480965060780015E-01 a      3149     1    11     2     5
 -1.8404150412450517E+00 a      3150     1    11     2     6
  9.4630901288129132E-01 a      3151     1    11     2     7
  7.7533298426148689E-01 a      3152     1    11     2     8
  7.3384426430186567E-01 a      3153     1    11     2     9
  1.4693528205571831E+00 a      3154     1    11     2    10
  8.8878039975944980E-03 a      3155     1    11     2    11
  2.9167025820768772E-01 a      3156     1    11     2    12
  1.0721839792187013E+00 a      3157     1    11     2    13
 -8.3186260508433374E-01 a      3158     1    11     2    14
  5.2769117968950607E-01 a      3159     1    11     2    15
 -2.9068334776715460E-01 a      3160     1    11     2    16
  2.3499031497065981E-01 a      3161     1    11     2    17
  1.0650041227785365E+00 a      3162     1    11     2    18
 -1.3827924379251136E-01 a      3163     1    11     2    19
  3.8095517341947160E+00 a      3164     1    11     2    20
 -1.6158163559355194E+00 a      3165     1    11     2    21
  4.2614867748416235E-01 a      3166     1    11     2    22
  2.9143204007172536E+00 a      3167     1    11     2    23
  2.2846606921406371E-01 a      3168     1    11     2    24
 -1.1435716615230009E+00 a      3169     1    12     2     1
  4.1941556808239178E-01 a      3170     1    12     2     2
  2.5059700862637152E-01 a      3171     1    12     2     3
  4.2308549018695246E-01 a      3172     1    12     2     4
  1.5884471608185870E-02 a      3173     1    12     2     5
  3.6452918725249744E-01 a      3174     1    12     2     6
  3.2324855207534653E-01 a      3175     1    12     2     7
 -1.9294103328445417E-01 a      3176     1    12     2     8
  3.4306318771015482E-01 a      3177     1    12     2     9
 -4.7687203114489686E-02 a      3178     1    12     2    10
  3.5741895630983583E-01 a      3179     1    12     2    11
  9.4547668054082667E-01 a      3180     1    12     2    12
 -5.2269722771754668E-01 a      3181     1    12     2    13
 -9.9040491737014791E-01 a      3182     1    12     2    14
 -1.2120876826696509E+00 a      3183     1    12     2    15
 -4.2691520352086643E-01 a      3184     1    12     2    16
  6.7423858121932878E-01 a      3185     1    12     2    17
 -1.1007151950818078E-01 a      3186     1    12     2    18
 -4.3058063976189209E-01 a      3187     1    12     2    19
  1.6616861802019463E+00 a      3188     1    12     2    20
 -1.4250759677746474E+00 a      3189     1    12     2    21
  1.1691359224583522E+00 a      3190     1    12     2    22
  1.4489118518848472E+00 a      3191     1    12     2    23
 -7.5311082195137891E-01 a      3192     1    12     2    24
 -1.0020849604161071E+00 a      3193     1    13     2     1
 -9.9142636724698696E-01 a      3194     1    13     2     2
  2.0840746167398216E+00 a      3195     1    13     2     3
 -1.5249897161727946E+00 a      3196     1    13     2     4
  2.2106990605955157E+00 a      3197     1    13     2     5
 -7.9305876953031640E-01 a      3198     1    13     2     6
  7.5935584122730804E-01 a      3199     1    13     2     7
 -7.5397774828550435E-01 a      3200     1    13     2     8
 -1.5244832980074432E+00 a      3201     1    13     2     9
  8.6613050191043905E-01 a      3202     1    13     2    10
